id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se,adjusted_p_by,adjusted_p_bh
GCST90041833,breast-neoplasm-2,GCST90042696,prostate-cancer-sibling,0.2288,0.2332,0.9809,0.3266,0.0015,0.0011,1.0022,0.0063,0.0046,0.0049,1.0,0.5147971853010165
GCST90225528,anxiety-any,GCST90275158,schizophrenia-M1,0.4378,0.0773,5.6651,1.4692e-08,0.1272,0.0128,1.0376,0.0088,0.0095,0.0057,7.722026265466223e-07,9.432825477707007e-08
GCST90042698,lung-cancer-family-sibling,GCST90137412,squamous-carcinoma,0.627,0.115,5.4511,5.0072e-08,0.0961,0.0108,0.7864,0.0186,0.0187,0.0057,2.496588396291657e-06,3.0497024773413897e-07
GCST90043889,breast-neoplasm-1,GCST90011809,melanoma-1,0.1269,0.1259,1.0082,0.3133,0.0088,0.0023,1.0018,0.0089,0.0054,0.0048,1.0,0.5020769475357711
GCST006464,endometrial-carcinoma-2,GCST004749,lung-carcinoma-smokers,0.2548,0.1847,1.3795,0.1677,0.0879,0.0309,1.0647,0.0121,-0.0045,0.0067,1.0,0.3275512572533849
GCST006465,endometrial-carcinoma-1,GCST90042685,intestinal-cancer-mother,0.0316,0.2047,0.1542,0.8775,0.0037,0.0011,1.0052,0.0076,0.0072,0.0058,1.0,0.9266841278156102
GCST90225528,anxiety-any,GCST90042673,intestinal-cancer-father,0.2751,0.2178,1.2627,0.2067,0.0017,0.0011,1.026,0.0071,-0.0003,0.0056,1.0,0.3776579185520362
GCST90275155,mdd-5,GCST90011809,melanoma-1,-0.1512,0.0797,-1.8967,0.0579,0.0089,0.0023,1.0013,0.0089,0.0029,0.0049,1.0,0.14252307692307692
GCST003740,adenocarcinoma-barret-oesophagus,GCST005902,depression-broad,0.1188,0.0485,2.4478,0.0144,0.057,0.0028,1.0409,0.0099,0.0042,0.0058,0.34897585749896226,0.04262907488986784
GCST90275149,ADHD-1,GCST004750,lung-cancer-squamous,0.4549,0.0746,6.1006,1.0566e-09,0.0549,0.0146,1.04,0.0092,5.846e-05,0.0052,6.11851105735253e-08,7.474054736842106e-09
GCST90042686,breast-cancer-family-mother,GCST004748,lung-carcinoma-1,0.0388,0.0908,0.4271,0.6693,0.0841,0.0167,1.0497,0.0119,-0.011,0.0054,1.0,0.7981787234042553
GCST90275155,mdd-5,GCST90042685,intestinal-cancer-mother,0.1901,0.1066,1.7834,0.0745,0.0034,0.001,1.0082,0.0064,-0.0024,0.0051,1.0,0.17363236994219652
GCST90042699,intestinal-cancer-sibling,GCST004749,lung-carcinoma-smokers,0.397,0.2228,1.782,0.0747,0.1094,0.0265,1.0449,0.0098,-0.0024,0.005,1.0,0.17389745958429562
GCST90042843,anxiety-treatment-1,GCST004748,lung-carcinoma-1,0.0039,0.0653,0.0594,0.9527,0.0841,0.0167,1.0497,0.0119,-0.0029,0.0049,1.0,0.9759481518987342
GCST003740,adenocarcinoma-barret-oesophagus,GCST90013410,bcc-1,0.0395,0.0582,0.6789,0.4972,0.0317,0.0044,1.0615,0.0172,-0.0052,0.0061,1.0,0.6686825883922615
GCST003740,adenocarcinoma-barret-oesophagus,GCST90041886,breast-carcinoma-2,0.101,0.0733,1.3787,0.168,0.008,0.0015,1.04,0.0106,-0.0036,0.0051,1.0,0.3275512572533849
GCST90042843,anxiety-treatment-1,GCST003769,depression-symptoms,0.8415,0.0718,11.7283,9.122699999999999e-32,0.0387,0.0034,1.0147,0.0075,0.05,0.0061,1.2240475381634702e-29,1.4952327804878049e-30
GCST90275148,ADHD-sex-M1,GCST009980,mdd-trauma,0.3735,0.0731,5.1096,3.2281e-07,0.1079,0.0169,1.0007,0.0067,0.0119,0.0055,1.5007164036941012e-05,1.8331970704225354e-06
GCST005903,mdd-2,GCST90042699,intestinal-cancer-sibling,0.2291,0.1829,1.2529,0.2103,0.0022,0.0011,1.0114,0.0062,0.0074,0.0049,1.0,0.3819502702702703
GCST90042700,breast-cancer-family-siblings,GCST90042860,crc-benign-neoplasm,0.237,0.1192,1.9881,0.0468,0.0099,0.0013,1.049,0.0093,0.0051,0.0046,0.9801660109258608,0.11973197969543148
GCST90275147,ADHD-age-sex-M1,GCST90275157,schizo-sex-M1,0.6079,0.0354,17.1888,3.2203e-66,0.1285,0.0125,1.0357,0.0084,0.3624,0.0065,9.490482832447438e-64,1.1593079999999999e-64
GCST90275157,schizo-sex-M1,GCST90137411,bcc-2,-0.0279,0.0462,-0.6035,0.5462,0.0698,0.0121,0.976,0.0236,-0.0008,0.0052,1.0,0.7076730077120822
GCST90275152,autism-1,GCST90042670,prostate-cancer-father,0.0376,0.0801,0.4693,0.6389,0.0065,0.0013,1.0205,0.0083,-0.0067,0.0056,1.0,0.7745173782321108
GCST90041886,breast-carcinoma-2,GCST003769,depression-symptoms,0.1284,0.0735,1.7469,0.0807,0.0387,0.0034,1.0147,0.0075,-0.0087,0.0048,1.0,0.18572054794520546
GCST90225527,anxiety-2,GCST90042670,prostate-cancer-father,0.2722,0.1123,2.423,0.0154,0.0066,0.0013,1.0196,0.0085,-0.0092,0.0051,0.37103096187496115,0.04532321167883212
GCST90255675,crc-cancer-1,GCST90255676,crc-cancer-2,1.0233,0.0034,300.4465,0.0,0.0898,0.0092,1.1457,0.0186,1.0929,0.0192,0.0,0.0
GCST90042786,depression-trauma,GCST90042685,intestinal-cancer-mother,0.3531,0.2193,1.6102,0.1073,0.0034,0.001,1.0086,0.0064,-0.0035,0.0045,1.0,0.23538280739934714
GCST90042784,depression-postpartum,GCST90042684,lung-cancer-family-mother,0.1546,0.3692,0.4188,0.6754,0.0036,0.0012,1.0164,0.0066,0.0026,0.0047,1.0,0.8009449411764705
GCST90225527,anxiety-2,GCST90011808,prostate-cancer-3,0.0591,0.0727,0.8124,0.4166,0.033,0.0046,1.0544,0.0198,0.0017,0.0055,1.0,0.6077175108538351
GCST90042698,lung-cancer-family-sibling,GCST90275157,schizo-sex-M1,0.3987,0.1289,3.0935,0.002,0.126,0.0131,1.0383,0.0087,0.0133,0.0045,0.05800931433235533,0.007086115992970123
GCST009980,mdd-trauma,GCST90042669,depression-family-father,0.576,0.1371,4.2021,2.645e-05,0.0069,0.0014,1.011,0.007,0.0234,0.0047,0.0010058100013452353,0.00012286451612903226
GCST90275147,ADHD-age-sex-M1,GCST004750,lung-cancer-squamous,0.4627,0.0767,6.0338,1.6018e-09,0.0549,0.0146,1.04,0.0092,-0.0002,0.0052,9.046591177012366e-08,1.105084505119454e-08
GCST90275151,autism-sex-M1,GCST003769,depression-symptoms,0.3814,0.0539,7.0712,1.5356e-12,0.0384,0.0033,1.0159,0.0072,0.0046,0.0059,9.977560956202203e-11,1.2188069291338583e-11
GCST90275153,mdd-age-sex-M1,GCST90041830,non-epithelial-carcinoma,0.1337,0.0509,2.6287,0.0086,0.017,0.0027,1.0274,0.0123,-0.0103,0.0052,0.22281222822130892,0.027217582417582417
GCST009980,mdd-trauma,GCST90275155,mdd-5,0.5102,0.0846,6.0333,1.6061e-09,0.1197,0.0091,1.0282,0.0076,0.0112,0.0051,9.046591177012366e-08,1.105084505119454e-08
GCST90011816,cervical-cancer-2,GCST004750,lung-cancer-squamous,0.1988,0.1566,1.2695,0.2043,0.0551,0.0148,1.0395,0.0092,0.0031,0.0048,1.0,0.37545013673655425
GCST90042860,crc-benign-neoplasm,GCST90042684,lung-cancer-family-mother,0.1285,0.1273,1.0091,0.3129,0.0036,0.0012,1.0165,0.0066,0.0193,0.0051,1.0,0.5018348448687351
GCST90041833,breast-neoplasm-2,GCST90275155,mdd-5,0.0071,0.0664,0.1075,0.9144,0.1181,0.0095,1.0302,0.0075,-0.004,0.0049,1.0,0.9528855813953488
GCST90042844,anxiety-treatment-2,GCST90011804,breast-carcinoma-1,-0.0915,0.0679,-1.3483,0.1775,0.027,0.0039,1.0619,0.0138,0.0164,0.005,1.0,0.34112488083889414
GCST90225528,anxiety-any,GCST90041886,breast-carcinoma-2,-0.0192,0.0847,-0.2269,0.8205,0.008,0.0014,1.0404,0.0105,0.0016,0.0051,1.0,0.9009411764705884
GCST90042686,breast-cancer-family-mother,GCST90042786,depression-trauma,-0.2139,0.1641,-1.3037,0.1923,0.0204,0.0053,1.0121,0.0071,0.0013,0.0048,1.0,0.36096536312849165
GCST90041886,breast-carcinoma-2,GCST90042685,intestinal-cancer-mother,0.0322,0.1414,0.2274,0.8201,0.0034,0.001,1.0086,0.0064,0.0004,0.0046,1.0,0.9009411764705884
GCST90255676,crc-cancer-2,GCST90041830,non-epithelial-carcinoma,0.1227,0.0491,2.4972,0.0125,0.0168,0.0027,1.0281,0.0125,-0.0102,0.0061,0.30928879174578505,0.037781109445277364
GCST90042669,depression-family-father,GCST006464,endometrial-carcinoma-2,0.0936,0.1619,0.5781,0.5632,0.0182,0.0045,1.0863,0.0097,0.0004,0.0063,1.0,0.7213540025412961
GCST90042844,anxiety-treatment-2,GCST005903,mdd-2,0.2419,0.0919,2.632,0.0085,0.0176,0.002,1.0,0.0071,0.0312,0.0047,0.22056764840285895,0.026943396226415096
GCST90043894,prostate-cancer-1,GCST90275158,schizophrenia-M1,0.1302,0.0722,1.8027,0.0714,0.1263,0.0132,1.0384,0.0086,-0.0136,0.0052,1.0,0.1681570093457944
GCST90042841,anxiety-medication,GCST90042670,prostate-cancer-father,0.0152,0.0887,0.1715,0.8639,0.0065,0.0013,1.0202,0.008,-0.0031,0.0044,1.0,0.9238048574445619
GCST90225527,anxiety-2,GCST004750,lung-cancer-squamous,0.0642,0.0977,0.6571,0.5111,0.056,0.0149,1.0384,0.0092,0.0082,0.0053,1.0,0.6816824851288831
GCST90225529,anxiety-others,GCST90042682,depression-family-mother,0.6794,0.0977,6.9518,3.6057e-12,0.0087,0.0012,1.0216,0.0077,0.0558,0.005,2.271267578007076e-10,2.774462290076336e-11
GCST004744,adenocarcinoma-lung,GCST90042699,intestinal-cancer-sibling,0.0768,0.1895,0.405,0.6855,0.0021,0.0011,1.0107,0.0062,0.0036,0.0047,1.0,0.8044051222351571
GCST90225529,anxiety-others,GCST90042673,intestinal-cancer-father,0.2453,0.2172,1.1293,0.2588,0.0017,0.0011,1.026,0.0071,0.0014,0.0056,1.0,0.4377020134228187
GCST005903,mdd-2,GCST006464,endometrial-carcinoma-2,0.2268,0.1178,1.926,0.0541,0.0185,0.0045,1.0854,0.0099,-0.0056,0.0054,1.0,0.13514944237918217
GCST90275154,mdd-sex-M1,GCST004748,lung-carcinoma-1,0.2317,0.0647,3.5783,0.0003,0.0835,0.0159,1.0506,0.0115,-0.0004,0.006,0.00986273900053093,0.0012047808764940238
GCST90011804,breast-carcinoma-1,GCST90275155,mdd-5,-0.0557,0.0571,-0.9751,0.3295,0.1186,0.0094,1.0294,0.0077,0.0036,0.0056,1.0,0.5177490257209665
GCST90042695,depression-family-sibling,GCST90042696,prostate-cancer-sibling,0.1093,0.213,0.5131,0.6079,0.0015,0.0011,1.0024,0.0063,0.0067,0.0049,1.0,0.7513957081545065
GCST90275149,ADHD-1,GCST90275151,autism-sex-M1,0.4502,0.0384,11.724,9.606099999999999e-32,0.1499,0.0116,1.0317,0.008,0.4788,0.0065,1.2785138029765077e-29,1.5617659354838709e-30
GCST90225527,anxiety-2,GCST90042860,crc-benign-neoplasm,0.2885,0.0883,3.2662,0.0011,0.0099,0.0014,1.0489,0.0089,0.0177,0.0051,0.03312776445312154,0.004046715328467154
GCST90275151,autism-sex-M1,GCST90042684,lung-cancer-family-mother,-0.0448,0.1149,-0.3895,0.6969,0.0037,0.0012,1.016,0.0067,0.0131,0.0056,1.0,0.8121067590987868
GCST006465,endometrial-carcinoma-1,GCST90011809,melanoma-1,-0.1547,0.1333,-1.1606,0.2458,0.0088,0.0024,1.0011,0.0106,0.0028,0.0056,1.0,0.4238946107784431
GCST90042778,anxiety-1,GCST90042786,depression-trauma,0.0189,0.2186,0.0864,0.9312,0.0206,0.0054,1.0119,0.0071,-0.0336,0.005,1.0,0.9629243076923077
GCST90042784,depression-postpartum,GCST90042670,prostate-cancer-father,0.2831,0.3355,0.844,0.3987,0.0065,0.0013,1.0201,0.0081,-0.0083,0.0044,1.0,0.5901462555066079
GCST005903,mdd-2,GCST90042673,intestinal-cancer-father,0.0277,0.1983,0.1396,0.889,0.0018,0.001,1.0239,0.0064,7.3255e-05,0.0048,1.0,0.9349107981220658
GCST004749,lung-carcinoma-smokers,GCST90011808,prostate-cancer-3,-0.0471,0.0871,-0.5414,0.5882,0.0339,0.0044,1.0496,0.0192,0.0099,0.0059,1.0,0.737444776119403
GCST003740,adenocarcinoma-barret-oesophagus,GCST009980,mdd-trauma,0.0793,0.0862,0.9198,0.3577,0.1087,0.0165,1.0004,0.0066,-0.0004,0.0049,1.0,0.5492179741051029
GCST004744,adenocarcinoma-lung,GCST90042695,depression-family-sibling,-0.0314,0.0786,-0.399,0.6899,0.0125,0.0015,1.018,0.0082,0.002,0.0048,1.0,0.8062831981460024
GCST90011804,breast-carcinoma-1,GCST90275156,schizo-age-sex-M1,0.0613,0.0629,0.9751,0.3295,0.1167,0.0116,1.0278,0.0078,-0.0069,0.0053,1.0,0.5177490257209665
GCST90042844,anxiety-treatment-2,GCST90042669,depression-family-father,0.8652,0.1204,7.1892,6.515e-13,0.0069,0.0014,1.0111,0.0069,0.0266,0.0054,4.2667174316675167e-11,5.212e-12
GCST90011816,cervical-cancer-2,GCST90013410,bcc-1,0.0549,0.083,0.6611,0.5085,0.0315,0.0044,1.0622,0.0172,0.0362,0.0055,1.0,0.6793479125248508
GCST004748,lung-carcinoma-1,GCST90011808,prostate-cancer-3,-0.0133,0.0688,-0.1939,0.8463,0.0345,0.0045,1.0487,0.0192,0.0082,0.0061,1.0,0.9128629213483146
GCST90011804,breast-carcinoma-1,GCST90011816,cervical-cancer-2,0.3752,0.1115,3.3642,0.0008,0.0087,0.0024,1.0169,0.0078,0.0272,0.0049,0.024864256011382438,0.0030372881355932206
GCST90042860,crc-benign-neoplasm,GCST90042699,intestinal-cancer-sibling,0.835,0.2344,3.5623,0.0004,0.0022,0.0011,1.0113,0.0062,0.0642,0.005,0.012994999942956765,0.0015874015748031497
GCST90225529,anxiety-others,GCST90275152,autism-1,0.2749,0.0669,4.1068,4.0116e-05,0.1631,0.0128,1.032,0.0089,0.0009,0.0057,0.001487776225828764,0.000181739002247191
GCST90042844,anxiety-treatment-2,GCST90275152,autism-1,0.2869,0.0781,3.6737,0.0002,0.1626,0.0127,1.0327,0.0087,-0.0092,0.0053,0.006722464328943011,0.0008211812627291243
GCST90042686,breast-cancer-family-mother,GCST90041830,non-epithelial-carcinoma,0.2195,0.09,2.4383,0.0148,0.0169,0.0027,1.028,0.0122,-0.0016,0.0054,0.3576193542134925,0.04368491947291362
GCST90042778,anxiety-1,GCST90043894,prostate-cancer-1,-0.0999,0.1401,-0.7129,0.4759,0.0254,0.0035,1.0434,0.014,0.0076,0.005,1.0,0.6531071477195372
GCST90042843,anxiety-treatment-1,GCST90137411,bcc-2,-0.0411,0.0526,-0.7817,0.4344,0.0701,0.0119,0.9733,0.0228,-0.0071,0.006,1.0,0.6189048763250884
GCST90042686,breast-cancer-family-mother,GCST90043874,skin-carcinoma-face,0.2514,0.1224,2.0529,0.0401,0.0083,0.0014,1.0233,0.0079,-0.0116,0.0051,0.861714013144478,0.1052625
GCST90275153,mdd-age-sex-M1,GCST004750,lung-cancer-squamous,0.242,0.086,2.814,0.0049,0.055,0.0146,1.04,0.0092,-0.001,0.0054,0.13410926143452725,0.016382089552238806
GCST90042784,depression-postpartum,GCST005902,depression-broad,0.4552,0.2205,2.0645,0.039,0.0574,0.0029,1.0383,0.0099,0.0309,0.0053,0.8435198851861492,0.10304
GCST009980,mdd-trauma,GCST005902,depression-broad,0.6969,0.0697,9.9951,1.601e-23,0.0573,0.0028,1.039,0.01,0.1405,0.0057,1.6617826122022454e-21,2.029947169811321e-22
GCST90275152,autism-1,GCST003769,depression-symptoms,0.3689,0.0508,7.2557,3.9947e-13,0.0384,0.0033,1.0159,0.0072,0.0062,0.006,2.6476759182973623e-11,3.2342631325301205e-12
GCST005903,mdd-2,GCST90042672,lung-cancer-family-father,0.2843,0.0831,3.421,0.0006,0.0132,0.0017,0.9977,0.0081,0.0141,0.005,0.01896971256040815,0.0023172413793103447
GCST004744,adenocarcinoma-lung,GCST90041830,non-epithelial-carcinoma,0.0845,0.07,1.2062,0.2277,0.0167,0.0027,1.0286,0.0124,0.0126,0.0059,1.0,0.40408654353562
GCST003740,adenocarcinoma-barret-oesophagus,GCST90042698,lung-cancer-family-sibling,0.3905,0.1499,2.6056,0.0092,0.0044,0.0014,1.0085,0.0067,2.06e-05,0.0054,0.2357664275365013,0.0288
GCST90275149,ADHD-1,GCST90042844,anxiety-treatment-2,0.033,0.0598,0.5517,0.5812,0.0272,0.0039,0.9985,0.0063,-0.0041,0.0051,1.0,0.732152808988764
GCST005902,depression-broad,GCST90275158,schizophrenia-M1,0.5962,0.0466,12.801,1.6176e-37,0.1283,0.0131,1.0363,0.0089,0.0127,0.0061,2.4492022131021206e-35,2.991817981651376e-36
GCST004744,adenocarcinoma-lung,GCST90041833,breast-neoplasm-2,0.1418,0.0847,1.675,0.0939,0.0088,0.0014,1.0357,0.0096,-0.0004,0.005,1.0,0.211275
GCST90275151,autism-sex-M1,GCST90043889,breast-neoplasm-1,-0.0878,0.0892,-0.9845,0.3249,0.0048,0.0011,1.0124,0.008,0.0025,0.005,1.0,0.513321630094044
GCST003769,depression-symptoms,GCST90013410,bcc-1,-0.0442,0.0482,-0.9176,0.3589,0.0322,0.0046,1.0645,0.0186,-0.0031,0.0062,1.0,0.5503756653992395
GCST009979,mdd-1,GCST90137411,bcc-2,-0.0394,0.0356,-1.1075,0.2681,0.0697,0.0121,0.9757,0.0236,-0.0067,0.0053,1.0,0.44891162790697675
GCST009980,mdd-trauma,GCST003769,depression-symptoms,0.6611,0.0936,7.0635,1.6242e-12,0.0384,0.0033,1.0157,0.0071,0.0424,0.0055,1.0511854200915678e-10,1.284073411764706e-11
GCST009981,mdd-notrauma,GCST90043894,prostate-cancer-1,0.0917,0.1246,0.7354,0.4621,0.0254,0.0035,1.0433,0.014,-0.0003,0.0051,1.0,0.6412905712319339
GCST90275147,ADHD-age-sex-M1,GCST90041833,breast-neoplasm-2,0.0605,0.0511,1.1829,0.2368,0.0086,0.0014,1.0372,0.01,-0.0107,0.0051,1.0,0.41543937554206417
GCST90255675,crc-cancer-1,GCST90011809,melanoma-1,0.0195,0.0555,0.3507,0.7258,0.009,0.0023,1.0005,0.0085,0.0091,0.0064,1.0,0.8362367999999999
GCST90042673,intestinal-cancer-father,GCST90041853,prostate-cancer-5,0.1106,0.2073,0.5338,0.5935,0.018,0.0029,1.03,0.0107,0.0035,0.0051,1.0,0.7404037059913527
GCST009980,mdd-trauma,GCST90042685,intestinal-cancer-mother,0.0578,0.176,0.3281,0.7429,0.0034,0.001,1.0087,0.0064,-0.0019,0.0048,1.0,0.8470158013544018
GCST90275151,autism-sex-M1,GCST90275155,mdd-5,0.617,0.0425,14.5056,1.1169e-47,0.1194,0.0091,1.0286,0.0076,0.4209,0.0061,2.0946507504643504e-45,2.558716363636364e-46
GCST90041886,breast-carcinoma-2,GCST009981,mdd-notrauma,0.0842,0.1605,0.5244,0.6,0.0298,0.0093,1.0168,0.0066,0.0018,0.0049,1.0,0.7452865064695009
GCST90275150,autism-age-sex-M1,GCST005902,depression-broad,0.4027,0.0426,9.4589,3.1133999999999996e-21,0.0576,0.0028,1.0379,0.0097,0.0021,0.0061,3.040382466535504e-19,3.713973017751479e-20
GCST90042778,anxiety-1,GCST90042860,crc-benign-neoplasm,0.0871,0.1462,0.5956,0.5514,0.0099,0.0013,1.0489,0.0093,0.0132,0.0051,1.0,0.7103018530351437
GCST90042843,anxiety-treatment-1,GCST004750,lung-cancer-squamous,0.0148,0.0922,0.1602,0.8728,0.0557,0.0151,1.0385,0.0096,-0.0032,0.0049,1.0,0.9246267997898056
GCST90042686,breast-cancer-family-mother,GCST90013410,bcc-1,0.2506,0.0723,3.4651,0.0005,0.0316,0.0044,1.0622,0.0173,0.0032,0.0053,0.015991908844530126,0.0019534883720930232
GCST90011816,cervical-cancer-2,GCST90042685,intestinal-cancer-mother,0.1706,0.1753,0.9732,0.3304,0.0035,0.0011,1.0074,0.0066,-0.0087,0.005,1.0,0.5183551750972762
GCST003769,depression-symptoms,GCST90041830,non-epithelial-carcinoma,-0.0381,0.0618,-0.6165,0.5376,0.0171,0.0029,1.0298,0.0134,0.0043,0.0056,1.0,0.7017506796116504
GCST90275152,autism-1,GCST90041833,breast-neoplasm-2,0.0256,0.0659,0.3889,0.6973,0.0087,0.0014,1.037,0.01,-0.0034,0.0055,1.0,0.8121067590987868
GCST003740,adenocarcinoma-barret-oesophagus,GCST90275147,ADHD-age-sex-M1,0.2038,0.05,4.0744,4.6141e-05,0.2392,0.0135,1.0725,0.0087,-0.0128,0.0061,0.0016997654270252665,0.00020763449999999998
GCST005903,mdd-2,GCST90042669,depression-family-father,0.553,0.1082,5.1114,3.198e-07,0.007,0.0014,1.0108,0.0069,0.0335,0.005,1.4909229510825191e-05,1.8212338983050847e-06
GCST90225529,anxiety-others,GCST90275158,schizophrenia-M1,0.4404,0.0813,5.4178,6.0327e-08,0.1272,0.0128,1.0376,0.0088,0.0097,0.0057,2.954349226052273e-06,3.6088792878338276e-07
GCST005902,depression-broad,GCST90137411,bcc-2,-0.0394,0.0306,-1.285,0.1988,0.07,0.0121,0.9746,0.0232,-0.0012,0.0059,1.0,0.3691058823529412
GCST90275158,schizophrenia-M1,GCST90013410,bcc-1,-0.013,0.0517,-0.2519,0.8011,0.0317,0.0044,1.062,0.0172,0.0004,0.0057,1.0,0.8869957166392092
GCST005903,mdd-2,GCST90275155,mdd-5,0.7532,0.0736,10.2363,1.3634e-24,0.1183,0.0094,1.0301,0.0075,0.0079,0.0052,1.4901375040548748e-22,1.8202744370860927e-23
GCST003740,adenocarcinoma-barret-oesophagus,GCST90011804,breast-carcinoma-1,0.0759,0.063,1.2034,0.2288,0.0272,0.0039,1.0609,0.0138,-0.0005,0.0059,1.0,0.4053258347978911
GCST009980,mdd-trauma,GCST90011808,prostate-cancer-3,-0.0174,0.0781,-0.2223,0.8241,0.0335,0.0046,1.0525,0.0194,0.0011,0.0048,1.0,0.9015726829268292
GCST90042700,breast-cancer-family-siblings,GCST90275154,mdd-sex-M1,0.0469,0.1099,0.4267,0.6696,0.1177,0.0095,1.0285,0.0075,-0.0011,0.0051,1.0,0.7981787234042553
GCST90011804,breast-carcinoma-1,GCST90275154,mdd-sex-M1,-0.0414,0.0571,-0.7247,0.4687,0.1182,0.0093,1.0279,0.0076,0.0023,0.0055,1.0,0.6467482546201232
GCST90255676,crc-cancer-2,GCST90042669,depression-family-father,-0.0765,0.0653,-1.1714,0.2414,0.0069,0.0013,1.0112,0.0067,0.0021,0.0056,1.0,0.42024641932700607
GCST90275151,autism-sex-M1,GCST90042696,prostate-cancer-sibling,-0.1637,0.1757,-0.9315,0.3516,0.0014,0.0011,1.0029,0.0063,0.0108,0.005,1.0,0.5439950882578665
GCST90043889,breast-neoplasm-1,GCST006465,endometrial-carcinoma-1,0.353,0.1857,1.9015,0.0572,0.0344,0.0098,1.0751,0.009,-0.0014,0.0056,1.0,0.1409721271393643
GCST90042786,depression-trauma,GCST90042696,prostate-cancer-sibling,0.3212,0.3931,0.817,0.4139,0.0015,0.0011,1.0021,0.0063,-0.0055,0.0046,1.0,0.6048
GCST90275152,autism-1,GCST90011816,cervical-cancer-2,0.0549,0.0968,0.5669,0.5708,0.0086,0.0024,1.0181,0.0079,0.0082,0.0051,1.0,0.7254805293005672
GCST90042669,depression-family-father,GCST004749,lung-carcinoma-smokers,-0.3141,0.1208,-2.6006,0.0093,0.1093,0.0265,1.0449,0.0098,0.006,0.005,0.2375912450870934,0.029022910216718264
GCST90225527,anxiety-2,GCST90225529,anxiety-others,0.9766,0.0109,89.8444,0.0,0.0088,0.001,1.017,0.0072,0.9183,0.0068,0.0,0.0
GCST004744,adenocarcinoma-lung,GCST90042700,breast-cancer-family-siblings,0.2391,0.1268,1.8859,0.0593,0.0041,0.0013,1.0086,0.0068,0.0008,0.0048,1.0,0.1456136419001218
GCST90275154,mdd-sex-M1,GCST90042699,intestinal-cancer-sibling,0.5076,0.181,2.8039,0.005,0.0022,0.0011,1.011,0.0062,-0.0017,0.0048,0.13616872877520703,0.016633663366336635
GCST90225527,anxiety-2,GCST90043889,breast-neoplasm-1,0.0588,0.1127,0.5215,0.602,0.0049,0.0011,1.0119,0.0081,-0.0005,0.0047,1.0,0.7468504615384616
GCST90255676,crc-cancer-2,GCST90042670,prostate-cancer-father,0.055,0.0737,0.746,0.4557,0.0066,0.0013,1.0188,0.008,-0.0081,0.0068,1.0,0.6353327800829875
GCST90275154,mdd-sex-M1,GCST90042682,depression-family-mother,0.5724,0.0732,7.8215,5.2211e-15,0.0089,0.0013,1.0202,0.0077,0.0161,0.0056,3.864000297612461e-13,4.720061704035874e-14
GCST90275147,ADHD-age-sex-M1,GCST90042786,depression-trauma,0.2328,0.0863,2.6977,0.007,0.0199,0.0054,1.0131,0.0071,0.0008,0.0055,0.18454560621866717,0.022543130990415338
GCST90275151,autism-sex-M1,GCST90042699,intestinal-cancer-sibling,0.2894,0.1708,1.6938,0.0903,0.0022,0.0011,1.0111,0.0062,-0.0051,0.0048,1.0,0.20408609865470853
GCST90042844,anxiety-treatment-2,GCST90042698,lung-cancer-family-sibling,-0.0185,0.1501,-0.1234,0.9018,0.0043,0.0014,1.0091,0.0067,-0.0047,0.0047,1.0,0.9434503373118839
GCST90225529,anxiety-others,GCST90011804,breast-carcinoma-1,0.0127,0.0736,0.1726,0.863,0.0272,0.0039,1.0611,0.014,0.004,0.0054,1.0,0.9234649681528663
GCST90275148,ADHD-sex-M1,GCST90042670,prostate-cancer-father,-0.1282,0.0696,-1.8413,0.0656,0.0065,0.0013,1.0205,0.0083,-0.007,0.0057,1.0,0.15819330143540672
GCST90011804,breast-carcinoma-1,GCST006465,endometrial-carcinoma-1,0.3001,0.1244,2.4117,0.0159,0.0358,0.0101,1.0732,0.009,-0.0008,0.0058,0.38196220356350213,0.0466585152838428
GCST90042843,anxiety-treatment-1,GCST90042698,lung-cancer-family-sibling,0.0055,0.1313,0.0418,0.9667,0.0043,0.0014,1.0091,0.0067,-0.0037,0.0049,1.0,0.9817747865394275
GCST90275150,autism-age-sex-M1,GCST90042670,prostate-cancer-father,0.0935,0.0827,1.1307,0.2582,0.0065,0.0013,1.0205,0.0083,-0.0089,0.0054,1.0,0.4377020134228187
GCST90225529,anxiety-others,GCST90275150,autism-age-sex-M1,0.2728,0.0708,3.8521,0.0001,0.1446,0.0117,1.0326,0.0085,0.0035,0.0056,0.0034598846808291594,0.00042264150943396227
GCST009979,mdd-1,GCST90011808,prostate-cancer-3,0.0221,0.0563,0.3929,0.6944,0.0335,0.0046,1.0523,0.0196,-0.0059,0.0056,1.0,0.8101333333333334
GCST90042673,intestinal-cancer-father,GCST90137412,squamous-carcinoma,0.065,0.0924,0.703,0.4821,0.0961,0.0108,0.7865,0.0186,0.0003,0.0057,1.0,0.6584780487804878
GCST90275152,autism-1,GCST90041886,breast-carcinoma-2,-0.0836,0.0611,-1.3684,0.1712,0.0079,0.0015,1.0415,0.0104,0.0067,0.005,1.0,0.330910067114094
GCST90042686,breast-cancer-family-mother,GCST90275158,schizophrenia-M1,-0.0977,0.0876,-1.1156,0.2646,0.1264,0.0132,1.0383,0.0087,4.7803e-05,0.0047,1.0,0.4441578684429642
