id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se,adjusted_p_by,adjusted_p_bh
GCST90225528,anxiety-any,GCST009981,mdd-notrauma,0.6858,0.1646,4.1669,3.0877e-05,0.0321,0.0093,1.0148,0.0065,0.0395,0.0057,0.0011660942764602255,0.00014244400915331808
GCST90042843,anxiety-treatment-1,GCST90042685,intestinal-cancer-mother,0.3483,0.1338,2.6032,0.0092,0.0034,0.001,1.0087,0.0064,-0.0047,0.0047,0.2357664275365013,0.0288
GCST90042673,intestinal-cancer-father,GCST90043874,skin-carcinoma-face,0.1327,0.1991,0.6663,0.5052,0.0083,0.0014,1.0233,0.0079,0.0017,0.0049,1.0,0.6771829787234043
GCST90225527,anxiety-2,GCST006465,endometrial-carcinoma-1,-0.0176,0.1326,-0.1326,0.8945,0.0349,0.0095,1.0742,0.0084,0.0019,0.0056,1.0,0.9377597503900156
GCST90275156,schizo-age-sex-M1,GCST90041830,non-epithelial-carcinoma,0.0395,0.0656,0.6014,0.5476,0.017,0.0027,1.0272,0.0123,0.0002,0.0052,1.0,0.7082509300833868
GCST90275154,mdd-sex-M1,GCST004749,lung-carcinoma-smokers,0.2558,0.0785,3.2573,0.0011,0.1073,0.0265,1.0464,0.0096,-0.0059,0.0055,0.03312776445312154,0.004046715328467154
GCST90275150,autism-age-sex-M1,GCST004749,lung-carcinoma-smokers,0.0374,0.0661,0.5667,0.5709,0.1064,0.0265,1.0471,0.0096,-0.0043,0.0047,1.0,0.7254805293005672
GCST90041833,breast-neoplasm-2,GCST90042670,prostate-cancer-father,0.1556,0.1111,1.4002,0.1615,0.0065,0.0013,1.0204,0.0081,0.0051,0.0046,1.0,0.31920000000000004
GCST90042860,crc-benign-neoplasm,GCST90043894,prostate-cancer-1,0.0005,0.0835,0.0054,0.9957,0.0254,0.0035,1.0431,0.014,0.024,0.0059,1.0,0.9971839046199703
GCST90042860,crc-benign-neoplasm,GCST90275153,mdd-age-sex-M1,0.1867,0.0586,3.1855,0.0014,0.1074,0.0093,1.0215,0.0074,0.0115,0.0048,0.04140700698669736,0.005058064516129032
GCST009981,mdd-notrauma,GCST90011808,prostate-cancer-3,0.0583,0.1117,0.5222,0.6016,0.0335,0.0046,1.0524,0.0196,-0.0009,0.0055,1.0,0.7468137931034483
GCST90042686,breast-cancer-family-mother,GCST90043894,prostate-cancer-1,0.1128,0.0963,1.1709,0.2416,0.0254,0.0035,1.0431,0.014,0.0079,0.0049,1.0,0.42024641932700607
GCST90042786,depression-trauma,GCST004748,lung-carcinoma-1,0.4646,0.1268,3.6632,0.0002,0.0841,0.0167,1.0496,0.0119,-0.014,0.0055,0.006722464328943011,0.0008211812627291243
GCST90225529,anxiety-others,GCST90137412,squamous-carcinoma,0.1037,0.0498,2.082,0.0373,0.0957,0.0099,0.7881,0.0175,0.0317,0.0062,0.8142673839918053,0.09946666666666666
GCST90042700,breast-cancer-family-siblings,GCST005902,depression-broad,0.0281,0.0745,0.378,0.7055,0.0573,0.0029,1.0386,0.01,0.0142,0.0053,1.0,0.8188186528497409
GCST90275149,ADHD-1,GCST005902,depression-broad,0.4311,0.0368,11.7305,8.89e-32,0.0576,0.0028,1.0379,0.0097,0.0118,0.0067,1.2026020316062684e-29,1.4690360655737704e-30
GCST90042672,lung-cancer-family-father,GCST90013410,bcc-1,0.1,0.0523,1.9127,0.0558,0.0316,0.0044,1.0622,0.0173,0.0103,0.0058,1.0,0.138197542997543
GCST003740,adenocarcinoma-barret-oesophagus,GCST90275151,autism-sex-M1,0.0026,0.0675,0.0382,0.9695,0.1511,0.0117,1.0306,0.008,-0.0002,0.0053,1.0,0.9817747865394275
GCST90275154,mdd-sex-M1,GCST90275155,mdd-5,1.0025,0.0012,842.4912,0.0,0.1191,0.0091,1.0289,0.0076,1.0097,0.0075,0.0,0.0
GCST90275149,ADHD-1,GCST90042695,depression-family-sibling,0.2624,0.0521,5.04,4.6561e-07,0.0129,0.0015,1.0165,0.008,0.0086,0.0063,2.140463633083266e-05,2.6146789972144845e-06
GCST90042673,intestinal-cancer-father,GCST90041830,non-epithelial-carcinoma,0.0138,0.1515,0.0909,0.9276,0.0169,0.0027,1.028,0.0122,-0.0031,0.0047,1.0,0.9618755784061697
GCST90011804,breast-carcinoma-1,GCST90137411,bcc-2,0.2028,0.0453,4.4766,7.5837e-06,0.0703,0.0138,0.9721,0.025,0.0821,0.0065,0.00030526519501365744,3.728960780487805e-05
GCST90042844,anxiety-treatment-2,GCST90137412,squamous-carcinoma,-0.0986,0.049,-2.0112,0.0443,0.0961,0.0108,0.7865,0.0187,-0.0094,0.006,0.9349254370724942,0.11420562659846546
GCST90042784,depression-postpartum,GCST90275156,schizo-age-sex-M1,0.0127,0.224,0.0568,0.9547,0.1135,0.0122,1.0313,0.008,0.0113,0.0045,1.0,0.9759481518987342
GCST004744,adenocarcinoma-lung,GCST90225528,anxiety-any,-0.0572,0.0926,-0.6174,0.537,0.0092,0.001,1.0171,0.0071,0.0068,0.0058,1.0,0.7017506796116504
GCST90042778,anxiety-1,GCST009981,mdd-notrauma,0.8113,0.2502,3.2425,0.0012,0.0299,0.0093,1.0166,0.0065,0.0914,0.0053,0.035942613272352285,0.004390562613430127
GCST90255676,crc-cancer-2,GCST005903,mdd-2,0.1347,0.0533,2.5272,0.0115,0.0172,0.0021,1.0012,0.0065,0.0006,0.0054,0.28712855395897663,0.03507413010590015
GCST006465,endometrial-carcinoma-1,GCST90042670,prostate-cancer-father,-0.173,0.2199,-0.7865,0.4315,0.0052,0.0014,1.0328,0.0102,-0.0017,0.0065,1.0,0.6156433121019108
GCST90225528,anxiety-any,GCST90042844,anxiety-treatment-2,0.3957,0.0897,4.4131,1.0192e-05,0.027,0.004,0.9989,0.0061,0.0409,0.005,0.0004043394232250997,4.9392e-05
GCST90275152,autism-1,GCST90255675,crc-cancer-1,0.0372,0.0382,0.9739,0.3301,0.0886,0.0089,1.1716,0.0214,-0.0045,0.006,1.0,0.5182878504672898
GCST90042778,anxiety-1,GCST009980,mdd-trauma,0.4754,0.1804,2.6347,0.0084,0.1019,0.0168,1.0039,0.0067,0.1075,0.0046,0.21866034604331666,0.026710410094637226
GCST90275151,autism-sex-M1,GCST90042686,breast-cancer-family-mother,-0.1534,0.0827,-1.855,0.0636,0.0062,0.0014,1.0267,0.0093,0.0097,0.0055,1.0,0.1541076923076923
GCST90043894,prostate-cancer-1,GCST90041830,non-epithelial-carcinoma,0.0097,0.0692,0.1401,0.8886,0.0169,0.0027,1.0278,0.0122,0.0125,0.0056,1.0,0.9349107981220658
GCST90042860,crc-benign-neoplasm,GCST90011809,melanoma-1,0.0187,0.0838,0.2227,0.8238,0.0088,0.0023,1.0018,0.0089,0.0037,0.0053,1.0,0.9015726829268292
GCST009981,mdd-notrauma,GCST90275157,schizo-sex-M1,0.6436,0.1547,4.1609,3.1694e-05,0.1284,0.0125,1.0357,0.0084,-0.0028,0.0047,0.0011942161662190204,0.00014587923287671232
GCST90042670,prostate-cancer-father,GCST90275158,schizophrenia-M1,0.1347,0.0958,1.4056,0.1598,0.1264,0.0132,1.0382,0.0087,-0.0093,0.005,1.0,0.31708346456692915
GCST90041886,breast-carcinoma-2,GCST90275153,mdd-age-sex-M1,-0.0655,0.0723,-0.9053,0.3653,0.1074,0.0093,1.0215,0.0074,0.0016,0.0052,1.0,0.5574903860711582
GCST004744,adenocarcinoma-lung,GCST90042844,anxiety-treatment-2,-0.2065,0.0966,-2.1379,0.0325,0.0273,0.0039,0.9982,0.0063,0.0072,0.0051,0.7258032782754269,0.08866035182679297
GCST90041833,breast-neoplasm-2,GCST004749,lung-carcinoma-smokers,0.0793,0.0859,0.9231,0.356,0.1094,0.0264,1.0449,0.0098,0.0002,0.0048,1.0,0.5477491990846682
GCST003740,adenocarcinoma-barret-oesophagus,GCST009981,mdd-notrauma,0.0154,0.1334,0.1151,0.9083,0.0323,0.0092,1.0143,0.0066,0.0051,0.0051,1.0,0.9482821336095286
GCST90042784,depression-postpartum,GCST90275157,schizo-sex-M1,-0.0415,0.2202,-0.1882,0.8507,0.1259,0.0131,1.0384,0.0087,0.0102,0.0044,1.0,0.9146726399999999
GCST90275152,autism-1,GCST90042673,intestinal-cancer-father,0.0208,0.1499,0.1389,0.8896,0.0018,0.0011,1.0246,0.0067,0.0059,0.0053,1.0,0.9350540145985401
GCST90042860,crc-benign-neoplasm,GCST90041853,prostate-cancer-5,-0.0542,0.0908,-0.5963,0.551,0.018,0.0029,1.03,0.0107,0.0238,0.0051,1.0,0.7103018530351437
GCST90225527,anxiety-2,GCST005903,mdd-2,0.6466,0.0845,7.6496,2.0168e-14,0.0178,0.0021,0.9991,0.0068,0.1475,0.0048,1.4598491742935577e-12,1.7832757894736846e-13
GCST006464,endometrial-carcinoma-2,GCST90137411,bcc-2,-0.0237,0.0801,-0.2957,0.7675,0.0667,0.0143,0.9935,0.0306,0.0045,0.0072,1.0,0.8615144766146994
GCST90275147,ADHD-age-sex-M1,GCST90042686,breast-cancer-family-mother,-0.1483,0.0686,-2.1606,0.0307,0.0062,0.0014,1.0266,0.0093,0.0031,0.0055,0.6893361262257705,0.08420571428571429
GCST90041833,breast-neoplasm-2,GCST90275158,schizophrenia-M1,0.1738,0.0782,2.2223,0.0263,0.1264,0.0132,1.0383,0.0087,-0.0128,0.0054,0.6062094875624287,0.07405139664804469
GCST90042698,lung-cancer-family-sibling,GCST90011808,prostate-cancer-3,0.0673,0.12,0.5611,0.5748,0.0332,0.0046,1.0537,0.0197,-0.0037,0.0055,1.0,0.7278874371859296
GCST006464,endometrial-carcinoma-2,GCST90275156,schizo-age-sex-M1,0.2026,0.1079,1.878,0.0604,0.1149,0.012,1.0293,0.0089,-0.0051,0.0056,1.0,0.1477747572815534
GCST90041886,breast-carcinoma-2,GCST90042670,prostate-cancer-father,0.1973,0.1086,1.8159,0.0694,0.0065,0.0013,1.0204,0.0081,0.0015,0.0049,1.0,0.16421408450704225
GCST90255676,crc-cancer-2,GCST90042786,depression-trauma,0.0712,0.087,0.8193,0.4126,0.0211,0.0054,1.0116,0.0075,-0.0002,0.0061,1.0,0.6040679738562091
GCST90043889,breast-neoplasm-1,GCST004749,lung-carcinoma-smokers,0.0406,0.1172,0.3466,0.7289,0.1094,0.0264,1.0449,0.0098,0.0034,0.0054,1.0,0.8382557900741585
GCST90011816,cervical-cancer-2,GCST90275153,mdd-age-sex-M1,0.2572,0.099,2.599,0.0093,0.1085,0.0091,1.0201,0.0076,0.0012,0.0052,0.2375912450870934,0.029022910216718264
GCST90042844,anxiety-treatment-2,GCST90255676,crc-cancer-2,-0.0977,0.0657,-1.4867,0.1371,0.085,0.0097,1.1618,0.0209,-0.0033,0.0062,1.0,0.2855305785123967
GCST90043889,breast-neoplasm-1,GCST90043874,skin-carcinoma-face,-0.0194,0.1255,-0.1546,0.8772,0.0083,0.0014,1.0233,0.0079,0.0091,0.0052,1.0,0.9266841278156102
GCST90275154,mdd-sex-M1,GCST004750,lung-cancer-squamous,0.2934,0.0895,3.2791,0.001,0.055,0.0146,1.04,0.0092,-0.0041,0.0054,0.030281926472578147,0.0036990825688073396
GCST90042786,depression-trauma,GCST90042672,lung-cancer-family-father,0.2875,0.1224,2.3482,0.0189,0.0133,0.0018,0.9979,0.0082,0.0074,0.0048,0.4449628867771629,0.05435435092724679
GCST90275151,autism-sex-M1,GCST90042682,depression-family-mother,0.3736,0.0661,5.6557,1.5526e-08,0.0089,0.0013,1.0204,0.0076,0.0116,0.0055,8.13446567540382e-07,9.93664e-08
GCST90255676,crc-cancer-2,GCST90275154,mdd-sex-M1,0.0921,0.0391,2.3531,0.0186,0.119,0.0093,1.027,0.0076,-0.0043,0.0059,0.4397820754334164,0.0537214899713467
GCST003740,adenocarcinoma-barret-oesophagus,GCST90275153,mdd-age-sex-M1,0.1393,0.058,2.4037,0.0162,0.1075,0.0088,1.0213,0.0073,-0.005,0.0055,0.38747699829911947,0.04733217391304347
GCST90042684,lung-cancer-family-mother,GCST004749,lung-carcinoma-smokers,1.1792,0.1969,5.989,2.1119e-09,0.1094,0.0265,1.0449,0.0098,-0.0039,0.0057,1.1745931049449814e-07,1.4348218181818182e-08
GCST90275148,ADHD-sex-M1,GCST90275150,autism-age-sex-M1,0.451,0.0387,11.65,2.2934000000000003e-31,0.1446,0.0116,1.0325,0.008,0.4804,0.0065,3.00392624951229e-29,3.6694400000000004e-30
GCST009981,mdd-notrauma,GCST90042698,lung-cancer-family-sibling,0.4122,0.2507,1.6444,0.1001,0.0043,0.0014,1.0092,0.0067,0.0019,0.0047,1.0,0.22271576626240353
GCST009980,mdd-trauma,GCST90042698,lung-cancer-family-sibling,0.3996,0.1937,2.0631,0.0391,0.0043,0.0014,1.0091,0.0067,0.0037,0.0052,0.8435198851861492,0.10304
GCST90011808,prostate-cancer-3,GCST90275156,schizo-age-sex-M1,0.0142,0.0638,0.2233,0.8233,0.1169,0.0117,1.0277,0.0077,-0.0078,0.0049,1.0,0.9015726829268292
GCST90042699,intestinal-cancer-sibling,GCST90275157,schizo-sex-M1,0.5395,0.1944,2.7747,0.0055,0.126,0.0132,1.0383,0.0087,-0.0035,0.0046,0.14783399772239902,0.018058631921824105
GCST90275148,ADHD-sex-M1,GCST90275158,schizophrenia-M1,0.5985,0.0354,16.8937,5.0053e-64,0.1289,0.0126,1.0356,0.0084,0.357,0.0065,1.3323503061676049e-61,1.627529806451613e-62
GCST90042784,depression-postpartum,GCST90275158,schizophrenia-M1,-0.0424,0.2202,-0.1927,0.8472,0.1263,0.0131,1.0383,0.0087,0.0102,0.0044,1.0,0.9133450267379679
GCST90042841,anxiety-medication,GCST004748,lung-carcinoma-1,0.1158,0.0651,1.7799,0.0751,0.0841,0.0167,1.0497,0.0119,-0.0031,0.0051,1.0,0.1744258064516129
GCST90042778,anxiety-1,GCST005902,depression-broad,0.95,0.1586,5.9888,2.1138e-09,0.0575,0.0029,1.0376,0.0099,0.1253,0.0055,1.1745931049449814e-07,1.4348218181818182e-08
GCST009981,mdd-notrauma,GCST90275158,schizophrenia-M1,0.6408,0.1543,4.152,3.296e-05,0.1288,0.0125,1.0357,0.0084,-0.0028,0.0047,0.001233470071683029,0.00015067428571428573
GCST90225529,anxiety-others,GCST90011816,cervical-cancer-2,0.1373,0.1156,1.1876,0.235,0.0088,0.0025,1.0173,0.0079,0.0036,0.0051,1.0,0.41304272013949433
GCST90043889,breast-neoplasm-1,GCST006464,endometrial-carcinoma-2,0.4007,0.1738,2.3054,0.0211,0.0181,0.0045,1.0863,0.0097,0.0028,0.0056,0.49393902620058505,0.06033702127659575
GCST90275150,autism-age-sex-M1,GCST004748,lung-carcinoma-1,0.0185,0.058,0.3186,0.7501,0.0831,0.0159,1.0511,0.0115,-0.0023,0.0056,1.0,0.8490744525547446
GCST90275148,ADHD-sex-M1,GCST90137412,squamous-carcinoma,0.4407,0.0382,11.5399,8.2992e-31,0.096,0.0109,0.7879,0.0191,0.0096,0.0061,1.053593011375117e-28,1.2870144e-29
GCST90275152,autism-1,GCST006464,endometrial-carcinoma-2,-0.0321,0.0907,-0.3537,0.7236,0.0185,0.0046,1.0853,0.0101,0.0102,0.0061,1.0,0.8350186605609616
GCST90137411,bcc-2,GCST90137412,squamous-carcinoma,0.6081,0.0562,10.8256,2.6049e-27,0.0959,0.0109,0.7881,0.0191,0.5435,0.0197,3.048961538743848e-25,3.724452765957447e-26
GCST90255676,crc-cancer-2,GCST90275153,mdd-age-sex-M1,0.0809,0.0388,2.0851,0.0371,0.1086,0.0089,1.0196,0.0071,-0.0057,0.0056,0.8109740560427734,0.09906437086092716
GCST90275147,ADHD-age-sex-M1,GCST006465,endometrial-carcinoma-1,0.1014,0.087,1.1655,0.2438,0.0349,0.0098,1.0748,0.0093,0.0055,0.0067,1.0,0.42116606683804625
GCST90275152,autism-1,GCST90275158,schizophrenia-M1,0.6251,0.0424,14.7562,2.8053e-49,0.1287,0.0125,1.0358,0.0084,0.3401,0.0061,5.715764091576579e-47,6.98208e-48
GCST90225528,anxiety-any,GCST90041833,breast-neoplasm-2,0.0843,0.0837,1.0065,0.3142,0.0087,0.0014,1.0364,0.0098,0.0011,0.0051,1.0,0.5028800000000001
GCST90042778,anxiety-1,GCST90011808,prostate-cancer-3,-0.0405,0.1229,-0.3295,0.7417,0.0332,0.0046,1.0537,0.0197,0.0062,0.005,1.0,0.8462179966044143
GCST90042786,depression-trauma,GCST90042684,lung-cancer-family-mother,0.3043,0.2129,1.4293,0.1529,0.0036,0.0012,1.0165,0.0066,0.0027,0.0047,1.0,0.3079384615384616
GCST90225527,anxiety-2,GCST90275156,schizo-age-sex-M1,0.3884,0.0906,4.288,1.8032e-05,0.1149,0.0119,1.03,0.0079,0.0098,0.0057,0.0007051986149139179,8.61433933649289e-05
GCST90275150,autism-age-sex-M1,GCST004750,lung-cancer-squamous,0.0993,0.0821,1.209,0.2267,0.0549,0.0146,1.0401,0.0092,-0.0017,0.005,1.0,0.4030222222222222
GCST009979,mdd-1,GCST90042685,intestinal-cancer-mother,0.0625,0.1121,0.5575,0.5772,0.0034,0.001,1.0088,0.0064,0.0033,0.0051,1.0,0.7290947368421052
GCST90275147,ADHD-age-sex-M1,GCST90011808,prostate-cancer-3,-0.0367,0.0501,-0.7311,0.4647,0.0332,0.0046,1.0536,0.0196,-0.004,0.0056,1.0,0.6429891557995883
GCST90042844,anxiety-treatment-2,GCST90275155,mdd-5,0.2538,0.0769,3.3015,0.001,0.1182,0.0095,1.0301,0.0074,-0.0006,0.0054,0.030281926472578147,0.0036990825688073396
GCST90042700,breast-cancer-family-siblings,GCST90275156,schizo-age-sex-M1,0.1725,0.1169,1.4758,0.14,0.1136,0.0123,1.0312,0.008,0.0033,0.0051,1.0,0.2903703703703704
GCST90042860,crc-benign-neoplasm,GCST90011808,prostate-cancer-3,-0.021,0.0781,-0.2684,0.7884,0.0332,0.0046,1.0536,0.0197,0.0236,0.0061,1.0,0.878089895085588
GCST009980,mdd-trauma,GCST004750,lung-cancer-squamous,0.0937,0.119,0.7871,0.4312,0.0542,0.0146,1.0408,0.0093,0.01,0.0051,1.0,0.6156433121019108
GCST90275153,mdd-age-sex-M1,GCST006464,endometrial-carcinoma-2,0.0968,0.095,1.0196,0.3079,0.0186,0.0046,1.0852,0.0102,-0.0002,0.0062,1.0,0.49658112000000004
GCST90042841,anxiety-medication,GCST90013410,bcc-1,-0.0846,0.0552,-1.5324,0.1254,0.0316,0.0044,1.0623,0.0173,0.004,0.006,1.0,0.26527429171038824
GCST90275147,ADHD-age-sex-M1,GCST90042672,lung-cancer-family-father,0.4236,0.0465,9.1066,8.5036e-20,0.0132,0.0018,0.998,0.0082,0.0123,0.0054,7.668876367429371e-18,9.367900327868854e-19
GCST90225527,anxiety-2,GCST90255675,crc-cancer-1,0.0737,0.0534,1.3789,0.1679,0.0869,0.0089,1.1759,0.0235,0.0023,0.0061,1.0,0.3275512572533849
GCST90042784,depression-postpartum,GCST90013410,bcc-1,0.1101,0.1657,0.6645,0.5064,0.0316,0.0044,1.0619,0.0172,-0.0024,0.0052,1.0,0.6775257294429708
GCST90043894,prostate-cancer-1,GCST90042670,prostate-cancer-father,0.9456,0.1153,8.2045,2.3162e-16,0.0065,0.0013,1.0203,0.0081,0.0512,0.0085,1.864670924985517e-14,2.277784975609756e-15
GCST90275149,ADHD-1,GCST90042698,lung-cancer-family-sibling,0.5142,0.1135,4.5308,5.8767e-06,0.0042,0.0014,1.0095,0.0067,0.0136,0.0058,0.00024006683051797773,2.932531485148515e-05
GCST90275147,ADHD-age-sex-M1,GCST90011809,melanoma-1,-0.1718,0.0615,-2.7952,0.0052,0.0089,0.0023,1.0017,0.0089,0.0015,0.0058,0.14114963753830012,0.017242105263157895
GCST003769,depression-symptoms,GCST90275157,schizo-sex-M1,0.6353,0.0571,11.1236,9.6308e-29,0.1263,0.0126,1.0408,0.0086,0.0125,0.0056,1.1601704505277194e-26,1.4172038540145985e-27
GCST90042682,depression-family-mother,GCST006465,endometrial-carcinoma-1,-0.1194,0.1646,-0.7255,0.4682,0.0344,0.0098,1.0751,0.009,0.0004,0.006,1.0,0.6467482546201232
GCST90275154,mdd-sex-M1,GCST90042695,depression-family-sibling,0.7199,0.0705,10.2084,1.8185e-24,0.0129,0.0015,1.0163,0.0079,0.008,0.0055,1.9615612675332635e-22,2.3961411764705883e-23
GCST90042698,lung-cancer-family-sibling,GCST90042670,prostate-cancer-father,0.0602,0.1653,0.3638,0.716,0.0065,0.0013,1.0203,0.0081,-0.0102,0.005,1.0,0.8281445783132529
GCST90042700,breast-cancer-family-siblings,GCST90275155,mdd-5,0.0254,0.1079,0.2358,0.8136,0.118,0.0095,1.0303,0.0075,0.0003,0.0051,1.0,0.8967838162930564
GCST90275154,mdd-sex-M1,GCST90041853,prostate-cancer-5,0.0716,0.072,0.9954,0.3195,0.0178,0.0029,1.0303,0.0108,-0.0025,0.0053,1.0,0.5083756906077348
GCST90042699,intestinal-cancer-sibling,GCST90042698,lung-cancer-family-sibling,0.8322,0.3414,2.4375,0.0148,0.0043,0.0014,1.0091,0.0067,0.0708,0.0046,0.3576193542134925,0.04368491947291362
GCST90042860,crc-benign-neoplasm,GCST009981,mdd-notrauma,0.1926,0.1363,1.4131,0.1576,0.0298,0.0093,1.0168,0.0066,0.0162,0.0048,1.0,0.31395415019762846
GCST90011816,cervical-cancer-2,GCST90043874,skin-carcinoma-face,0.009,0.1319,0.0683,0.9456,0.0083,0.0014,1.023,0.0085,0.011,0.0045,1.0,0.9730285714285712
GCST90042778,anxiety-1,GCST006465,endometrial-carcinoma-1,-0.109,0.2044,-0.533,0.594,0.0343,0.0098,1.0752,0.0091,0.0007,0.0049,1.0,0.7404037059913527
GCST90225528,anxiety-any,GCST90275157,schizo-sex-M1,0.4368,0.0774,5.6438,1.6634e-08,0.1268,0.0128,1.0376,0.0088,0.0096,0.0057,8.687395977688334e-07,1.0612070886075949e-07
GCST009979,mdd-1,GCST90275158,schizophrenia-M1,0.6126,0.058,10.5614,4.5007e-26,0.1288,0.0125,1.0357,0.0084,0.0139,0.0052,5.087532686914192e-24,6.214665205479452e-25
GCST90275156,schizo-age-sex-M1,GCST90137412,squamous-carcinoma,0.2781,0.04,6.9537,3.5582e-12,0.0959,0.0109,0.788,0.0191,0.0043,0.0055,2.2499343744148093e-10,2.7484027586206896e-11
GCST90042695,depression-family-sibling,GCST90275157,schizo-sex-M1,0.6531,0.0826,7.9113,2.5476e-15,0.126,0.0132,1.0383,0.0087,0.0091,0.0053,1.9198492491068193e-13,2.345187945205479e-14
GCST004744,adenocarcinoma-lung,GCST90042778,anxiety-1,-0.0092,0.1275,-0.0724,0.9423,0.0272,0.0089,1.0037,0.0067,-0.0021,0.0049,1.0,0.9712049079754602
GCST90011816,cervical-cancer-2,GCST009980,mdd-trauma,0.2071,0.1478,1.4017,0.161,0.1055,0.0176,1.0018,0.007,-0.0006,0.005,1.0,0.31883693516699413
GCST90255676,crc-cancer-2,GCST90011809,melanoma-1,0.0123,0.0578,0.2123,0.8319,0.009,0.0023,1.0003,0.0085,0.0082,0.0063,1.0,0.904537358490566
GCST90042841,anxiety-medication,GCST90137412,squamous-carcinoma,0.0953,0.049,1.9457,0.0517,0.0961,0.0108,0.7865,0.0187,0.0053,0.0055,1.0,0.13021047381546136
GCST90275147,ADHD-age-sex-M1,GCST009981,mdd-notrauma,0.3658,0.1113,3.2851,0.001,0.0303,0.0093,1.0167,0.0067,4.3564e-05,0.0055,0.030281926472578147,0.0036990825688073396
GCST003740,adenocarcinoma-barret-oesophagus,GCST90275148,ADHD-sex-M1,0.1988,0.0504,3.9414,8.102e-05,0.239,0.0135,1.0729,0.0087,-0.0124,0.0062,0.002887960512160936,0.0003527782289416846
GCST90041833,breast-neoplasm-2,GCST90137412,squamous-carcinoma,0.1083,0.0549,1.97,0.0488,0.0961,0.0108,0.7865,0.0186,0.0288,0.0058,1.0,0.12421818181818182
GCST90225527,anxiety-2,GCST90043874,skin-carcinoma-face,-0.0007,0.0904,-0.0076,0.9939,0.0083,0.0014,1.0236,0.0084,-0.0007,0.0045,1.0,0.9969726504226754
GCST009980,mdd-trauma,GCST009981,mdd-notrauma,0.8784,0.1952,4.5012,6.7563e-06,0.0321,0.0092,1.0146,0.0066,0.0045,0.0047,0.00027329316177828546,3.3384070588235294e-05
GCST009981,mdd-notrauma,GCST90011809,melanoma-1,-0.2114,0.1382,-1.5302,0.126,0.009,0.0023,1.0002,0.009,0.0071,0.0049,1.0,0.2662641509433962
GCST009981,mdd-notrauma,GCST90042786,depression-trauma,-0.1922,0.2218,-0.8668,0.386,0.0205,0.0053,1.0121,0.0071,-0.0016,0.0048,1.0,0.5781396731054977
GCST90042841,anxiety-medication,GCST003769,depression-symptoms,0.807,0.0656,12.3027,8.7569e-35,0.0387,0.0034,1.0147,0.0075,0.067,0.006,1.2903643933089927e-32,1.576242e-33
GCST90275152,autism-1,GCST009980,mdd-trauma,0.2281,0.0764,2.9861,0.0028,0.1083,0.0169,1.0005,0.0067,0.0046,0.0052,0.07885703037057039,0.009632764505119453
GCST90225528,anxiety-any,GCST90042672,lung-cancer-family-father,0.1293,0.0721,1.7935,0.0729,0.0134,0.0018,0.9968,0.0085,0.009,0.0048,1.0,0.1708911627906977
GCST90042784,depression-postpartum,GCST90275154,mdd-sex-M1,0.1043,0.2139,0.4874,0.626,0.118,0.0094,1.0282,0.0074,0.0044,0.0048,1.0,0.7648581818181819
GCST90225528,anxiety-any,GCST90275154,mdd-sex-M1,0.5773,0.071,8.1301,4.2892e-16,0.1192,0.0095,1.0269,0.0081,0.0039,0.0054,3.386959582261689e-14,4.1373335885167465e-15
GCST90041886,breast-carcinoma-2,GCST005902,depression-broad,0.0565,0.0549,1.0308,0.3027,0.0573,0.0029,1.0385,0.01,-0.003,0.0052,1.0,0.49133913043478267
GCST90275150,autism-age-sex-M1,GCST009981,mdd-notrauma,0.5149,0.1276,4.0358,5.4417e-05,0.0304,0.0093,1.0166,0.0066,-0.0028,0.0055,0.0019825146095094155,0.00024217366887417215
GCST90042841,anxiety-medication,GCST006465,endometrial-carcinoma-1,-0.0255,0.1252,-0.2034,0.8388,0.0346,0.0098,1.0749,0.0091,0.0045,0.0056,1.0,0.9069839228295821
GCST90042673,intestinal-cancer-father,GCST90042684,lung-cancer-family-mother,-0.1993,0.2895,-0.6886,0.491,0.0036,0.0012,1.0164,0.0066,0.016,0.0048,1.0,0.6643328859060403
GCST009979,mdd-1,GCST90011809,melanoma-1,-0.1712,0.0742,-2.3071,0.0211,0.009,0.0023,1.0004,0.009,0.0031,0.0051,0.49393902620058505,0.06033702127659575
GCST90275149,ADHD-1,GCST90225529,anxiety-others,0.3155,0.0534,5.9108,3.4039e-09,0.0088,0.001,1.0171,0.0075,0.0064,0.006,1.8601580790862506e-07,2.2722723178807946e-08
GCST90042672,lung-cancer-family-father,GCST90041853,prostate-cancer-5,-0.1097,0.0913,-1.201,0.2298,0.018,0.0029,1.03,0.0107,0.001,0.0053,1.0,0.40673994732221247
GCST009981,mdd-notrauma,GCST90042695,depression-family-sibling,0.7486,0.1628,4.599,4.2462e-06,0.0127,0.0015,1.0179,0.008,0.0321,0.0055,0.00017696413717773846,2.1617018181818183e-05
GCST90042843,anxiety-treatment-1,GCST90041833,breast-neoplasm-2,-0.0065,0.0845,-0.0775,0.9382,0.0087,0.0014,1.0362,0.0094,0.0017,0.005,1.0,0.968960655737705
GCST90043889,breast-neoplasm-1,GCST90041833,breast-neoplasm-2,1.0827,0.0699,15.486,4.3098e-54,0.0087,0.0014,1.0364,0.0095,0.5836,0.0077,9.87880978580235e-52,1.206744e-52
