id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
GCST90042699,intestinal-cancer-sibling,GCST007277,TS-PGC-2019,0.4161,0.2075,2.0052,0.0449,0.276,0.0412,1.0357,0.0086,0.002,0.0055
GCST006465,endometrial-carcinoma-1,GCST009981,mdd-notrauma,0.1921,0.1922,0.9991,0.3178,0.0329,0.0093,1.0145,0.0072,-0.0027,0.0054
GCST90271611,epilepsy-2,GCST003566,multiple-sclerosis-1,0.1537,0.1018,1.5092,0.1312,0.1876,0.0452,1.086,0.0106,0.0371,0.007
GCST90435864,anxiety-4,GCST90255676,crc-cancer-2,0.1652,0.0677,2.441,0.0146,0.0875,0.0093,1.1542,0.0195,0.004,0.0056
GCST008465,ANN-PGC-2019,GCST90041886,breast-carcinoma-2,-0.131,0.0722,-1.8162,0.0693,0.0067,0.0016,1.0591,0.0155,0.0149,0.0068
GCST90435863,anxiety-3,GCST90042695,depression-family-sibling,0.6008,0.0993,6.05,1.4487e-09,0.0127,0.0015,1.0177,0.008,0.0421,0.0051
GCST90435864,anxiety-4,GCST90271613,partial-epilepsy-1,0.2273,0.1447,1.5708,0.1162,0.0385,0.0099,1.1201,0.0089,0.0033,0.0072
GCST90042686,breast-cancer-family-mother,GCST90435926,epilepsy-1,-0.3285,0.2494,-1.317,0.1878,0.0021,0.001,1.0063,0.0069,0.0018,0.0048
GCST90246357,cervical-dysplasia,GCST90435631,lymph-node-malignant-neoplasm,0.005,0.2434,0.0205,0.9836,0.0043,0.0011,0.9987,0.0061,0.0053,0.0036
GCST004749,lung-carcinoma-smokers,GCST005903,mdd-2,0.1644,0.0908,1.8107,0.0702,0.0161,0.0022,1.0047,0.0071,0.0058,0.0049
GCST90041833,breast-neoplasm-2,GCST90043894,prostate-cancer-1,0.0894,0.0828,1.0791,0.2805,0.0254,0.0035,1.0431,0.014,0.0021,0.0053
GCST001241,BIP-PGC-2011,GCST90128471-male,SCZ-PGC-2022-males,0.7406,0.0449,16.5019,3.5571e-61,0.3792,0.0219,1.0779,0.0177,0.1272,0.0095
PGC-BIP-2021,BIP-PGC-2021,GCST90275154,mdd-sex-M1,0.4504,0.0397,11.3314,9.1741e-30,0.1121,0.0103,1.0351,0.0084,0.0638,0.0066
GCST90435601,breast-cancer-2,GCST90129443,headache-disorder-2,0.1557,0.0522,2.986,0.0028,0.0393,0.0026,1.0559,0.0102,-0.0086,0.0058
GCST90042682,depression-family-mother,GCST90275154,mdd-sex-M1,0.5724,0.0732,7.8215,5.2211e-15,0.1177,0.0095,1.0285,0.0075,0.0161,0.0056
GCST008465,ANN-PGC-2019,GCST90435666,uterine-benign-neoplasm,0.1383,0.0907,1.5244,0.1274,0.0093,0.0026,1.0329,0.0096,-0.0021,0.006
GCST90435631,lymph-node-malignant-neoplasm,GCST006803,SCZ-PGC-2018,-0.0281,0.0628,-0.4472,0.6547,1.1977,0.049,1.1163,0.0142,-0.001,0.0063
GCST90225529,anxiety-others,GCST90042841,anxiety-medication,0.9056,0.0794,11.409,3.7699e-30,0.0389,0.004,1.0082,0.0075,0.0963,0.0054
GCST90275157,schizo-sex-M1,GCST90275157,schizo-sex-M1,1.0,6.6040e-06,151424.2416,0.0,0.1285,0.0125,1.0357,0.0084,1.0357,0.0084
GCST003740,adenocarcinoma-barret-oesophagus,GCST012431,parkinsons-1,0.1441,0.1228,1.1735,0.2406,0.3788,0.1105,1.0148,0.0191,-0.0003,0.0121
GCST010010,mdd-lifetime-recurrent,GCST90275158,schizophrenia-M1,0.7598,0.0875,8.6868,3.7293e-18,0.1268,0.013,1.0379,0.0085,0.008,0.0057
GCST90042698,lung-cancer-family-sibling,GCST90435857,mood-disorder,0.4518,0.124,3.6424,0.0003,0.0165,0.0015,0.9992,0.0072,0.0191,0.0046
GCST90320057,renal-carcinoma,GCST90239856,uterine-leiomyoma-2,0.2589,0.0444,5.8247,5.7210e-09,0.025,0.0028,1.0304,0.0121,0.0019,0.0051
GCST90275147,ADHD-age-sex-M1,GCST90042695,depression-family-sibling,0.2939,0.0534,5.5071,3.6485e-08,0.0129,0.0015,1.0165,0.008,0.0095,0.0063
GCST90428117,prostate-cancer,GCST90128471-male,SCZ-PGC-2022-males,0.0851,0.0531,1.6019,0.1092,0.3826,0.0182,1.062,0.0123,-0.0147,0.0075
GCST90435919,headache-disorder-1,GCST90042872,uterine-fibroid-leiomyoma,0.084,0.1426,0.5893,0.5557,0.0072,0.0018,1.0147,0.0067,0.011,0.0048
GCST90435667,uterine-leiomyoma,GCST90239856,uterine-leiomyoma-2,0.8916,0.055,16.2001,5.0341e-59,0.0252,0.0027,1.0286,0.0124,0.5247,0.0078
GCST004750,lung-cancer-squamous,GCST90042670,prostate-cancer-father,-0.238,0.1664,-1.4301,0.1527,0.006,0.0013,1.0233,0.0085,-0.001,0.0055
PGC-ADHD-2022,ADHD-PGC-2022,GCST90320057,renal-carcinoma,0.1721,0.0386,4.4541,8.4259e-06,0.0124,0.0012,0.9985,0.0144,0.0147,0.007
GCST010514,autism-2,GCST009981,mdd-notrauma,0.326,0.1132,2.8812,0.004,0.0324,0.0091,1.015,0.0064,-0.0026,0.0055
GCST90129443,headache-disorder-2,GCST90042672,lung-cancer-family-father,0.1411,0.0537,2.63,0.0085,0.0134,0.0018,0.9968,0.0085,0.0033,0.0056
GCST90137412,squamous-carcinoma,GCST90435597,skin-neoplasm,0.4994,0.0587,8.5006,1.8864e-17,0.017,0.0024,1.0212,0.0111,0.2548,0.0115
GCST90271611,epilepsy-2,GCST009315,PTSD-PGC-2019,0.0875,0.1077,0.8126,0.4164,0.0136,0.003,1.0319,0.0086,0.0056,0.0069
GCST90275149,ADHD-1,GCST90041853,prostate-cancer-5,-0.0439,0.063,-0.6972,0.4857,0.0178,0.0029,1.0305,0.0108,-0.0008,0.006
GCST90042860,crc-benign-neoplasm,GCST90271619,partial-epilepsy-2,-0.0924,0.1335,-0.6922,0.4888,0.0469,0.0112,1.0244,0.0085,0.0092,0.0067
GCST90255675,crc-cancer-1,GCST005903,mdd-2,0.0933,0.0512,1.8236,0.0682,0.0172,0.0021,1.0011,0.0065,0.006,0.0054
GCST90011816,cervical-cancer-2,GCST90435945,peripheral-cns-disorder,0.0599,0.1062,0.564,0.5727,0.0167,0.0015,1.0227,0.0078,0.0045,0.005
GCST90435864,anxiety-4,GCST90435666,uterine-benign-neoplasm,0.175,0.1406,1.2442,0.2134,0.011,0.0023,1.0206,0.0072,0.0167,0.0047
GCST90042786,depression-trauma,GCST90435857,mood-disorder,-0.0492,0.1049,-0.4694,0.6388,0.0165,0.0015,0.9991,0.0071,-0.0161,0.0047
GCST90042673,intestinal-cancer-father,GCST009979,mdd-1,0.1415,0.1489,0.9503,0.342,0.078,0.0059,1.0182,0.0076,0.0045,0.0049
GCST90275149,ADHD-1,GCST90042699,intestinal-cancer-sibling,0.5096,0.1581,3.224,0.0013,0.0022,0.0011,1.011,0.0062,0.0058,0.0059
GCST90043889,breast-neoplasm-1,GCST90435667,uterine-leiomyoma,-0.0543,0.1468,-0.3702,0.7112,0.0114,0.0024,1.0213,0.0076,0.0146,0.0043
GCST90435600,breast-cancer-1,GCST90275157,schizo-sex-M1,0.1626,0.0683,2.3799,0.0173,0.1276,0.0124,1.0365,0.0084,-0.0105,0.0052
GCST90428116,breast-cancer-4,GCST90435663,skin-benign-neoplasm,0.0069,0.1602,0.0432,0.9655,0.0031,0.0011,1.0149,0.0072,0.0099,0.0053
GCST90042778,anxiety-1,GCST90271612,generalised-epilepsy,-0.0349,0.1069,-0.3265,0.7441,0.2403,0.0225,1.0828,0.0136,-0.0052,0.0071
GCST90246358,cervical-cancer-1,GCST90275158,schizophrenia-M1,0.0285,0.0712,0.3998,0.6893,0.1286,0.0126,1.0362,0.0084,0.0005,0.0043
GCST003740,adenocarcinoma-barret-oesophagus,GCST90042672,lung-cancer-family-father,0.1155,0.0784,1.4736,0.1406,0.0133,0.0018,0.9971,0.0082,0.001,0.0054
GCST002245,alzheimers-late-onset-4,GCST90041830,non-epithelial-carcinoma,-0.129,0.087,-1.4821,0.1383,0.0167,0.0027,1.0291,0.0124,0.0079,0.0053
GCST008465,ANN-PGC-2019,GCST90275150,autism-age-sex-M1,0.283,0.0645,4.3874,1.1471e-05,0.137,0.0139,1.0461,0.0111,0.071,0.008
GCST001241,BIP-PGC-2011,GCST90042872,uterine-fibroid-leiomyoma,0.1855,0.1508,1.2306,0.2185,0.0063,0.0021,1.0186,0.0097,-0.0021,0.0072
GCST90042686,breast-cancer-family-mother,GCST90320057,renal-carcinoma,0.1481,0.0697,2.1263,0.0335,0.0128,0.0012,0.9935,0.0121,0.0013,0.0051
GCST90042684,lung-cancer-family-mother,GCST009158,uterine-fibroid-1,-0.0611,0.1243,-0.4911,0.6234,0.0208,0.003,0.9829,0.0091,-0.0032,0.0045
GCST90271612,generalised-epilepsy,GCST90275153,mdd-age-sex-M1,-0.0487,0.0512,-0.9514,0.3414,0.1069,0.0105,1.0247,0.0102,-0.0002,0.0071
GCST90255676,crc-cancer-2,GCST90435945,peripheral-cns-disorder,-0.0174,0.0504,-0.3457,0.7296,0.0169,0.0015,1.0207,0.0073,0.0013,0.006
GCST001198,multiple-sclerosis-2,GCST90275157,schizo-sex-M1,0.159,0.1147,1.3864,0.1656,0.1296,0.0137,1.0388,0.0094,-0.0034,0.0057
GCST90428118,crc-cancer-3,GCST90042672,lung-cancer-family-father,0.2744,0.1149,2.3881,0.0169,0.0134,0.0019,0.9937,0.0084,-0.005,0.0051
GCST90042860,crc-benign-neoplasm,GCST90435945,peripheral-cns-disorder,0.1949,0.0619,3.1479,0.0016,0.0166,0.0016,1.0236,0.0081,0.0111,0.0052
GCST007511,alzheimers-late-onset-1,GCST90435863,anxiety-3,-0.0026,0.1048,-0.0251,0.98,0.0076,0.0013,1.0119,0.0067,0.0052,0.0053
GCST007511,alzheimers-late-onset-1,GCST90271613,partial-epilepsy-1,0.2706,0.1738,1.5571,0.1194,0.0382,0.0099,1.1204,0.0089,0.0103,0.0074
GCST90027164,lateral-sclerosis-1,GCST009980,mdd-trauma,-0.0475,0.1024,-0.4638,0.6428,0.1017,0.0167,1.0043,0.0071,0.0023,0.005
GCST90275148,ADHD-sex-M1,GCST90275156,schizo-age-sex-M1,0.5938,0.0381,15.5794,1.0046e-54,0.1165,0.0119,1.0283,0.0077,0.3474,0.0063
GCST90435631,lymph-node-malignant-neoplasm,GCST90435857,mood-disorder,0.0772,0.0989,0.7806,0.4351,0.0161,0.0014,1.0015,0.0068,0.0153,0.0044
GCST90041886,breast-carcinoma-2,GCST90011809,melanoma-1,0.136,0.1052,1.2924,0.1962,0.0089,0.0023,1.0032,0.0089,0.0024,0.0052
GCST90275149,ADHD-1,GCST90320057,renal-carcinoma,0.2236,0.0369,6.0616,1.3475e-09,0.0131,0.0012,0.9901,0.0117,0.002,0.0056
GCST004750,lung-cancer-squamous,GCST90275153,mdd-age-sex-M1,0.242,0.086,2.814,0.0049,0.1075,0.009,1.0205,0.007,-0.001,0.0054
GCST90042685,intestinal-cancer-mother,GCST90435594,skin-cancer,0.0948,0.1194,0.7941,0.4271,0.0169,0.0033,1.0288,0.0119,0.0008,0.0049
GCST90042843,anxiety-treatment-1,GCST010009,mdd-lifetime-1,0.8501,0.0655,12.981,1.5689e-38,0.0689,0.0084,1.0231,0.0079,0.2943,0.0053
GCST90271619,partial-epilepsy-2,GCST010010,mdd-lifetime-recurrent,-0.2302,0.1259,-1.828,0.0675,0.0679,0.0101,1.0257,0.0094,0.0123,0.006
GCST90435600,breast-cancer-1,GCST90399736,thyroid-cancer,0.2373,0.0808,2.937,0.0033,0.0033,0.001,1.0083,0.0076,0.0027,0.0047
GCST90255675,crc-cancer-1,GCST90275155,mdd-5,0.0914,0.0382,2.3936,0.0167,0.1197,0.0093,1.0282,0.0074,-0.0043,0.006
GCST90428116,breast-cancer-4,GCST004748,lung-carcinoma-1,0.1517,0.0757,2.0031,0.0452,0.0851,0.0175,1.0463,0.012,-0.0035,0.0057
GCST90435919,headache-disorder-1,GCST90129443,headache-disorder-2,0.4673,0.0666,7.0196,2.2245e-12,0.0393,0.0026,1.0558,0.0102,0.0749,0.0052
GCST90042673,intestinal-cancer-father,GCST005903,mdd-2,0.0277,0.1983,0.1396,0.889,0.0175,0.002,1.0003,0.007,7.3255e-05,0.0048
GCST90042700,breast-cancer-family-siblings,GCST90042698,lung-cancer-family-sibling,0.175,0.2123,0.8245,0.4097,0.0043,0.0014,1.0091,0.0067,0.0448,0.0047
GCST90225528,anxiety-any,GCST90042843,anxiety-treatment-1,0.8721,0.0865,10.0777,6.9301e-24,0.0361,0.0042,1.0006,0.0076,0.0825,0.0053
GCST90435657,digestive-neoplasm,GCST90041830,non-epithelial-carcinoma,0.1144,0.1754,0.6521,0.5143,0.0169,0.0027,1.0281,0.0123,0.002,0.005
GCST90225528,anxiety-any,GCST90042841,anxiety-medication,0.9069,0.0801,11.3189,1.0575e-29,0.0389,0.004,1.0082,0.0075,0.0945,0.0055
GCST004749,lung-carcinoma-smokers,GCST004750,lung-cancer-squamous,0.9453,0.054,17.5217,9.7894e-69,0.0546,0.0135,1.0415,0.0085,0.5569,0.0073
GCST90137411,bcc-2,GCST90435667,uterine-leiomyoma,0.0226,0.0616,0.3676,0.7132,0.0114,0.0025,1.0236,0.0076,0.0256,0.0057
GCST90044335,glaucoma,GCST90275157,schizo-sex-M1,0.1138,0.0712,1.5994,0.1097,0.126,0.0131,1.0382,0.0086,-0.0054,0.005
GCST002245,alzheimers-late-onset-4,GCST009158,uterine-fibroid-1,0.0221,0.0937,0.2364,0.8132,0.02,0.0028,0.9866,0.0092,0.002,0.0048
GCST90435601,breast-cancer-2,GCST90275158,schizophrenia-M1,0.1766,0.0693,2.5473,0.0109,0.1281,0.0124,1.0364,0.0084,-0.0112,0.0052
GCST90042786,depression-trauma,GCST005903,mdd-2,-0.0345,0.1247,-0.2766,0.7821,0.0175,0.002,1.0002,0.007,-0.0192,0.0047
GCST90042686,breast-cancer-family-mother,GCST90042699,intestinal-cancer-sibling,-0.0512,0.2374,-0.2155,0.8294,0.0022,0.0011,1.0114,0.0062,0.0005,0.005
GCST003769,depression-symptoms,GCST90129443,headache-disorder-2,0.3807,0.0429,8.872,7.1844e-19,0.039,0.0027,1.0657,0.011,0.0635,0.0058
GCST90255675,crc-cancer-1,GCST90275156,schizo-age-sex-M1,0.0543,0.0474,1.1456,0.252,0.1172,0.0117,1.0281,0.0079,0.0073,0.006
GCST90128471-females,SCZ-PGC-2022-females,GCST90042872,uterine-fibroid-leiomyoma,0.0635,0.089,0.7138,0.4754,0.0071,0.0019,1.0156,0.0071,-0.0006,0.0064
GCST90011808,prostate-cancer-3,GCST90436510,uterine-polyp-1,0.2306,0.1523,1.5142,0.13,0.0047,0.0022,1.0037,0.0071,0.0008,0.0055
GCST90435857,mood-disorder,GCST007277,TS-PGC-2019,0.3157,0.0744,4.2403,2.2323e-05,0.2791,0.0406,1.0344,0.0085,-0.0036,0.0054
GCST90435594,skin-cancer,GCST007277,TS-PGC-2019,-0.0921,0.084,-1.0957,0.2732,0.279,0.0406,1.0345,0.0085,0.0027,0.0061
GCST004692,lateral-sclerosis-2,GCST90042685,intestinal-cancer-mother,0.0303,0.2197,0.1382,0.8901,0.0034,0.001,1.0089,0.0062,0.0013,0.0052
GCST90275157,schizo-sex-M1,GCST90013410,bcc-1,-0.0135,0.0517,-0.2617,0.7935,0.0317,0.0044,1.062,0.0172,0.0004,0.0057
GCST90246357,cervical-dysplasia,GCST005903,mdd-2,-0.0514,0.1493,-0.3442,0.7307,0.0175,0.002,1.0001,0.0068,0.0041,0.0039
GCST90042672,lung-cancer-family-father,GCST004750,lung-cancer-squamous,1.0762,0.1117,9.637,5.5797e-22,0.0557,0.0152,1.0385,0.0097,-0.002,0.0066
GCST90042786,depression-trauma,GCST009979,mdd-1,-0.07,0.1103,-0.6345,0.5257,0.0781,0.0059,1.018,0.0076,-0.0201,0.0049
GCST004692,lateral-sclerosis-2,GCST90042670,prostate-cancer-father,0.0897,0.1697,0.5287,0.597,0.0065,0.0013,1.0213,0.0081,0.0035,0.0043
PGC-ADHD-2022,ADHD-PGC-2022,GCST90246358,cervical-cancer-1,0.062,0.0471,1.3151,0.1885,0.0057,0.0015,0.971,0.0083,0.0011,0.0044
GCST90275152,autism-1,GCST007277,TS-PGC-2019,0.0926,0.068,1.3605,0.1737,0.2775,0.0412,1.035,0.0087,0.0168,0.0057
GCST90435859,depression-disorder,GCST90435657,digestive-neoplasm,0.494,0.2544,1.942,0.0521,0.0015,0.0011,1.0268,0.0064,0.0299,0.005
GCST90042672,lung-cancer-family-father,GCST90137412,squamous-carcinoma,0.3636,0.0427,8.5238,1.5439e-17,0.0961,0.0108,0.7865,0.0186,0.0306,0.0056
GCST90275156,schizo-age-sex-M1,GCST90043874,skin-carcinoma-face,0.0417,0.0841,0.4957,0.6201,0.0084,0.0014,1.0233,0.008,-0.0015,0.0057
GCST90428118,crc-cancer-3,GCST90320057,renal-carcinoma,0.1458,0.0802,1.8175,0.0691,0.0138,0.0013,0.9753,0.0115,0.0171,0.0052
GCST90042700,breast-cancer-family-siblings,GCST90255675,crc-cancer-1,0.2049,0.0814,2.5181,0.0118,0.0861,0.0092,1.1793,0.023,-0.0026,0.0056
GCST90255675,crc-cancer-1,GCST90041853,prostate-cancer-5,0.0383,0.0673,0.5699,0.5687,0.0177,0.003,1.0309,0.0109,0.0146,0.0078
GCST90225528,anxiety-any,GCST90042685,intestinal-cancer-mother,0.1514,0.1282,1.1814,0.2374,0.0035,0.0011,1.0079,0.0065,0.0036,0.0053
GCST90255676,crc-cancer-2,GCST90399736,thyroid-cancer,0.0444,0.0554,0.802,0.4226,0.0034,0.001,1.0056,0.0081,-0.0008,0.0052
GCST90042682,depression-family-mother,GCST004748,lung-carcinoma-1,-0.1176,0.0774,-1.5204,0.1284,0.0841,0.0167,1.0497,0.0119,0.0028,0.0053
GCST90255675,crc-cancer-1,GCST90435597,skin-neoplasm,0.1301,0.0455,2.86,0.0042,0.017,0.0029,1.0292,0.0139,-0.0067,0.0055
GCST90275158,schizophrenia-M1,GCST90239856,uterine-leiomyoma-2,0.1634,0.053,3.0862,0.002,0.0253,0.0029,1.0285,0.0124,-0.0055,0.0058
GCST90043874,skin-carcinoma-face,GCST90239856,uterine-leiomyoma-2,-0.0857,0.0664,-1.2903,0.1969,0.0254,0.0029,1.0283,0.0131,0.0096,0.0052
PGC-ADHD-2022,ADHD-PGC-2022,GCST004749,lung-carcinoma-smokers,0.2663,0.0649,4.1008,4.1168e-05,0.1031,0.0303,1.0504,0.0115,0.007,0.0066
GCST90042684,lung-cancer-family-mother,GCST90275153,mdd-age-sex-M1,0.4787,0.119,4.0227,5.7545e-05,0.1074,0.0093,1.0215,0.0074,0.0036,0.005
GCST009981,mdd-notrauma,GCST90041830,non-epithelial-carcinoma,-0.028,0.1163,-0.241,0.8096,0.0169,0.0027,1.0281,0.0122,-0.0017,0.0052
GCST90435859,depression-disorder,GCST90041853,prostate-cancer-5,0.0422,0.0775,0.5444,0.5862,0.0179,0.0029,1.0302,0.0107,0.0071,0.0052
GCST90225528,anxiety-any,GCST90011804,breast-carcinoma-1,-0.0274,0.0731,-0.3746,0.7079,0.0273,0.0039,1.0636,0.014,0.0064,0.0054
GCST003740,adenocarcinoma-barret-oesophagus,GCST90435631,lymph-node-malignant-neoplasm,-0.0052,0.1397,-0.037,0.9705,0.0044,0.0011,0.998,0.0066,0.0056,0.0053
GCST90275148,ADHD-sex-M1,GCST90428117,prostate-cancer,-0.0248,0.0558,-0.445,0.6563,0.0312,0.0044,1.048,0.011,-0.0082,0.0061
GCST003769,depression-symptoms,GCST90042685,intestinal-cancer-mother,0.0847,0.1222,0.693,0.4883,0.0032,0.0011,1.0106,0.0068,0.0058,0.0052
GCST90042698,lung-cancer-family-sibling,GCST009981,mdd-notrauma,0.4122,0.2507,1.6444,0.1001,0.0298,0.0093,1.0168,0.0066,0.0019,0.0047
GCST90435631,lymph-node-malignant-neoplasm,GCST90044453,uterine-polyp-2,0.0607,0.2164,0.2806,0.779,0.0054,0.0019,1.0041,0.0064,0.0029,0.0048
GCST90042685,intestinal-cancer-mother,GCST90137412,squamous-carcinoma,0.0956,0.076,1.2581,0.2084,0.0961,0.0108,0.7865,0.0186,0.001,0.0054
GCST004744,adenocarcinoma-lung,GCST90042684,lung-cancer-family-mother,1.0483,0.1872,5.6013,2.1277e-08,0.0036,0.0012,1.0166,0.007,-0.0016,0.0051
GCST90042695,depression-family-sibling,GCST90042784,depression-postpartum,0.1149,0.2244,0.5122,0.6085,0.0095,0.0075,0.9981,0.0064,0.0184,0.0048
GCST002245,alzheimers-late-onset-4,GCST003740,adenocarcinoma-barret-oesophagus,0.0129,0.0868,0.1481,0.8822,0.2371,0.0308,1.0049,0.01,0.012,0.0052
PGC-BIP-2021,BIP-PGC-2021,GCST90435945,peripheral-cns-disorder,-0.0651,0.0427,-1.525,0.1272,0.0155,0.0017,1.0325,0.0091,0.0073,0.0065
GCST90435600,breast-cancer-1,GCST90137411,bcc-2,0.131,0.0558,2.3473,0.0189,0.0697,0.0121,0.9758,0.0235,0.0464,0.0063
GCST90271613,partial-epilepsy-1,GCST90011808,prostate-cancer-3,-0.0242,0.1184,-0.2043,0.8381,0.0312,0.0054,1.0654,0.0283,0.007,0.0078
GCST006464,endometrial-carcinoma-2,GCST90435926,epilepsy-1,0.0662,0.1962,0.3376,0.7357,0.0018,0.0011,1.0086,0.007,0.0058,0.0046
GCST006464,endometrial-carcinoma-2,GCST90275157,schizo-sex-M1,0.1866,0.0889,2.1,0.0357,0.1281,0.0126,1.0361,0.0082,-0.0043,0.0054
GCST90042778,anxiety-1,GCST90042669,depression-family-father,0.9709,0.2199,4.4163,1.0039e-05,0.0069,0.0014,1.011,0.0069,0.0185,0.0044
GCST90435663,skin-benign-neoplasm,GCST90436510,uterine-polyp-1,-0.4115,0.2588,-1.5896,0.1119,0.0047,0.0021,1.0041,0.0067,0.0166,0.0045
GCST90042670,prostate-cancer-father,GCST90435667,uterine-leiomyoma,0.1236,0.1313,0.9409,0.3467,0.0114,0.0024,1.0212,0.0076,-0.0036,0.0043
GCST90435919,headache-disorder-1,GCST009337,SCZ-PGC-2019,0.0826,0.0574,1.4399,0.1499,0.446,0.0196,1.0922,0.0137,0.0013,0.0065
GCST90042695,depression-family-sibling,GCST90271613,partial-epilepsy-1,0.0238,0.1286,0.185,0.8533,0.0386,0.0099,1.1201,0.0088,-0.0085,0.0067
GCST90435863,anxiety-3,GCST90013410,bcc-1,-0.1125,0.071,-1.5845,0.1131,0.0315,0.0044,1.0625,0.0171,0.014,0.0053
GCST90275148,ADHD-sex-M1,GCST90043889,breast-neoplasm-1,-0.0515,0.0739,-0.6972,0.4857,0.0048,0.0011,1.0123,0.008,0.0042,0.0056
GCST90041833,breast-neoplasm-2,GCST90042784,depression-postpartum,-0.1569,0.2505,-0.6262,0.5312,0.0095,0.0075,0.9981,0.0064,-0.0005,0.0046
GCST90275150,autism-age-sex-M1,GCST90436510,uterine-polyp-1,0.2496,0.1266,1.9712,0.0487,0.0047,0.002,1.0041,0.0066,-0.0065,0.0049
GCST010010,mdd-lifetime-recurrent,GCST90428117,prostate-cancer,0.0813,0.104,0.7817,0.4344,0.03,0.0046,1.0516,0.0115,-0.0042,0.0059
GCST001241,BIP-PGC-2011,GCST90044453,uterine-polyp-2,-0.1371,0.1174,-1.1675,0.243,0.007,0.0021,0.9951,0.0084,0.011,0.0062
GCST90435863,anxiety-3,GCST90275151,autism-sex-M1,0.3405,0.0692,4.921,8.6122e-07,0.1489,0.0119,1.033,0.0081,0.0045,0.005
GCST90129443,headache-disorder-2,GCST90436787,musculoskeletal-disorder,0.2285,0.0787,2.9022,0.0037,0.0051,0.0013,0.9955,0.0069,-0.0006,0.0056
GCST90435631,lymph-node-malignant-neoplasm,GCST90042872,uterine-fibroid-leiomyoma,0.0174,0.1737,0.1003,0.9201,0.0072,0.0018,1.0147,0.0067,0.0073,0.0048
GCST006464,endometrial-carcinoma-2,GCST90436787,musculoskeletal-disorder,0.2925,0.1146,2.5531,0.0107,0.0051,0.0014,0.9955,0.0078,-0.004,0.0046
GCST90436787,musculoskeletal-disorder,GCST012431,parkinsons-1,-0.2629,0.1798,-1.4618,0.1438,0.3916,0.1085,1.013,0.0192,0.0194,0.0113
GCST90435600,breast-cancer-1,GCST90436510,uterine-polyp-1,0.2397,0.1784,1.3437,0.1791,0.0047,0.0021,1.0041,0.0067,0.0524,0.0049
GCST004692,lateral-sclerosis-2,GCST90042686,breast-cancer-family-mother,-0.2695,0.184,-1.465,0.1429,0.0062,0.0014,1.0273,0.0093,0.0032,0.0046
PGC-BIP-2021,BIP-PGC-2021,GCST003566,multiple-sclerosis-1,-0.0507,0.0468,-1.0831,0.2788,0.3006,0.1099,1.0652,0.0176,0.0411,0.0068
GCST001198,multiple-sclerosis-2,GCST90399736,thyroid-cancer,0.103,0.1182,0.8715,0.3835,0.0029,0.001,1.0146,0.0097,0.0043,0.0063
GCST004750,lung-cancer-squamous,GCST90275154,mdd-sex-M1,0.2934,0.0895,3.2791,0.001,0.1203,0.0094,1.0255,0.0074,-0.0041,0.0054
GCST90012878,alzheimers-disease-family-history,PGC-BIP-2021,BIP-PGC-2021,0.0026,0.0619,0.0412,0.9671,0.0705,0.0036,1.0996,0.0135,0.0145,0.0069
GCST90275151,autism-sex-M1,GCST90428116,breast-cancer-4,-0.039,0.0751,-0.5187,0.604,0.0218,0.0037,1.0319,0.0083,0.0047,0.0055
GCST90042686,breast-cancer-family-mother,GCST90435663,skin-benign-neoplasm,0.3899,0.166,2.3483,0.0189,0.0041,0.0012,1.0106,0.0068,-0.0105,0.0043
GCST90275147,ADHD-age-sex-M1,GCST90428116,breast-cancer-4,-0.013,0.0583,-0.2234,0.8232,0.0218,0.0037,1.0318,0.0084,-0.0054,0.0058
GCST003740,adenocarcinoma-barret-oesophagus,GCST90435919,headache-disorder-1,0.1655,0.1051,1.5746,0.1154,0.0066,0.0011,1.0007,0.0062,0.0018,0.005
GCST007511,alzheimers-late-onset-1,GCST90275147,ADHD-age-sex-M1,0.0573,0.063,0.9094,0.3632,0.2378,0.0136,1.0738,0.0087,0.0018,0.0057
GCST90435631,lymph-node-malignant-neoplasm,GCST003566,multiple-sclerosis-1,0.1004,0.1236,0.8119,0.4169,0.3057,0.1123,1.0645,0.0165,-0.0034,0.0057
GCST90255676,crc-cancer-2,GCST90275155,mdd-5,0.097,0.0388,2.4984,0.0125,0.1196,0.0093,1.0284,0.0075,-0.0049,0.0059
GCST009315,PTSD-PGC-2019,GCST90275157,schizo-sex-M1,1.0046,0.1205,8.3338,7.8273e-17,0.1237,0.0131,1.0403,0.0091,0.0256,0.0055
GCST90042778,anxiety-1,GCST90320057,renal-carcinoma,-0.001,0.1048,-0.0091,0.9927,0.0128,0.0012,0.9933,0.0121,0.0066,0.005
GCST90225529,anxiety-others,GCST90435864,anxiety-4,0.9459,0.0582,16.2484,2.2936e-59,0.0073,0.0013,1.0101,0.007,0.5572,0.0054
GCST90435600,breast-cancer-1,GCST90128471-all,SCZ-PGC-2022-all,0.0046,0.0428,0.1079,0.9141,0.3442,0.0163,1.1599,0.0198,-0.011,0.0073
GCST002245,alzheimers-late-onset-4,GCST009981,mdd-notrauma,0.1082,0.1522,0.7111,0.477,0.0325,0.009,1.0143,0.0068,0.0016,0.0049
GCST90042841,anxiety-medication,GCST90275148,ADHD-sex-M1,0.2707,0.0549,4.9329,8.1030e-07,0.2378,0.0143,1.0744,0.0097,0.0141,0.0057
