id_1,label_1,id_2,label_2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
GCST90271612,generalised-epilepsy,GCST90044335,glaucoma,-0.0172,0.0652,-0.2632,0.7924,0.032,0.0046,1.0431,0.0112,-0.0055,0.0072
GCST90042699,intestinal-cancer-sibling,GCST009158,uterine-fibroid-1,0.1328,0.1754,0.7568,0.4492,0.0208,0.003,0.9828,0.0091,-0.0087,0.0052
GCST90042682,depression-family-mother,GCST004744,adenocarcinoma-lung,-0.0402,0.0988,-0.4066,0.6843,0.0639,0.0111,1.042,0.0088,0.0001,0.0059
GCST008465,ANN-PGC-2019,GCST90042685,intestinal-cancer-mother,-0.0327,0.1104,-0.2963,0.767,0.0031,0.0012,1.013,0.0085,0.0028,0.0062
GCST90027164,lateral-sclerosis-1,GCST90042684,lung-cancer-family-mother,0.1721,0.1354,1.271,0.2037,0.0033,0.0012,1.0185,0.0066,-0.0033,0.0053
GCST007511,alzheimers-late-onset-1,GCST90043889,breast-neoplasm-1,-0.0298,0.1228,-0.2425,0.8084,0.0049,0.0011,1.011,0.0081,0.0017,0.0049
GCST007511,alzheimers-late-onset-1,GCST90275150,autism-age-sex-M1,-0.0405,0.0754,-0.5372,0.5911,0.1447,0.0116,1.0325,0.008,-3.0096e-05,0.0051
GCST004692,lateral-sclerosis-2,GCST90042699,intestinal-cancer-sibling,0.2091,0.2794,0.7485,0.4542,0.0023,0.0011,1.0107,0.0061,0.0029,0.0045
GCST90435857,mood-disorder,GCST90043874,skin-carcinoma-face,0.0947,0.0752,1.2593,0.2079,0.0083,0.0014,1.0233,0.008,-0.0014,0.0051
GCST90435602,breast-cancer-3,GCST90435945,peripheral-cns-disorder,0.0938,0.0729,1.2867,0.1982,0.017,0.0015,1.0206,0.0077,0.0042,0.0049
GCST90042695,depression-family-sibling,GCST90011809,melanoma-1,-0.1159,0.0939,-1.2344,0.2171,0.0089,0.0023,1.0032,0.0089,-0.0013,0.0055
GCST90042686,breast-cancer-family-mother,GCST90042700,breast-cancer-family-siblings,0.9462,0.1872,5.0542,4.3209e-07,0.0043,0.0012,1.008,0.0065,0.0628,0.0063
GCST90137411,bcc-2,GCST90239856,uterine-leiomyoma-2,0.0459,0.038,1.206,0.2278,0.0261,0.003,1.0237,0.0132,0.0129,0.0062
GCST90428118,crc-cancer-3,GCST90275155,mdd-5,0.2304,0.0984,2.3417,0.0192,0.1135,0.0097,1.029,0.0083,-0.0033,0.0054
GCST90271611,epilepsy-2,GCST90271613,partial-epilepsy-1,0.8543,0.0354,24.1351,1.0712e-128,0.04,0.0099,1.1166,0.0085,0.94,0.0091
GCST90435919,headache-disorder-1,GCST90013410,bcc-1,-0.016,0.0706,-0.2263,0.821,0.0315,0.0044,1.0624,0.017,0.0025,0.0045
GCST004750,lung-cancer-squamous,GCST90042872,uterine-fibroid-leiomyoma,-0.1267,0.1389,-0.912,0.3617,0.0075,0.0018,1.0133,0.0071,-0.0004,0.0051
GCST90042778,anxiety-1,GCST90011809,melanoma-1,0.2468,0.1742,1.4164,0.1567,0.0089,0.0023,1.0032,0.0089,-0.0129,0.0048
GCST010010,mdd-lifetime-recurrent,GCST90436787,musculoskeletal-disorder,0.1467,0.1281,1.1453,0.2521,0.0051,0.0014,0.9961,0.0076,0.015,0.005
GCST90275151,autism-sex-M1,GCST90275153,mdd-age-sex-M1,0.643,0.0453,14.1954,9.7805e-46,0.1076,0.0087,1.0211,0.0073,0.3784,0.0061
GCST90246358,cervical-cancer-1,GCST90435926,epilepsy-1,-0.0262,0.1706,-0.1534,0.8781,0.0017,0.0011,1.0097,0.007,0.0012,0.0033
GCST009979,mdd-1,GCST90275158,schizophrenia-M1,0.6126,0.058,10.5614,4.5007e-26,0.1288,0.0125,1.0357,0.0084,0.0139,0.0052
GCST90225528,anxiety-any,GCST90246357,cervical-dysplasia,0.0089,0.1512,0.0591,0.9528,0.0042,0.0029,1.0019,0.0067,0.005,0.0041
GCST90435864,anxiety-4,GCST90128471-male,SCZ-PGC-2022-males,0.4414,0.0677,6.5174,7.1544e-11,0.3836,0.0201,1.0699,0.0137,-0.0022,0.007
GCST90137412,squamous-carcinoma,GCST90044453,uterine-polyp-2,-0.0095,0.0911,-0.1046,0.9167,0.0058,0.002,1.0028,0.0064,0.0125,0.0057
GCST006464,endometrial-carcinoma-2,GCST90271612,generalised-epilepsy,0.0826,0.0892,0.9255,0.3547,0.2413,0.0223,1.0821,0.0135,0.0153,0.0076
GCST90011816,cervical-cancer-2,GCST90042696,prostate-cancer-sibling,-0.1449,0.2902,-0.4994,0.6175,0.0016,0.0011,1.0013,0.0062,-0.0022,0.0047
GCST90042841,anxiety-medication,GCST001198,multiple-sclerosis-2,0.1325,0.1232,1.0758,0.282,0.1436,0.0717,1.0348,0.0162,-0.0014,0.0061
GCST007511,alzheimers-late-onset-1,GCST004748,lung-carcinoma-1,0.0289,0.0798,0.3622,0.7172,0.0836,0.0157,1.0497,0.0113,0.0112,0.0058
GCST90275152,autism-1,GCST009158,uterine-fibroid-1,-0.1649,0.0573,-2.8795,0.004,0.0204,0.0028,0.9847,0.0085,0.0073,0.0052
GCST90271613,partial-epilepsy-1,GCST001198,multiple-sclerosis-2,-0.0068,0.1831,-0.0372,0.9703,0.0795,0.0306,1.0459,0.012,0.1064,0.0064
GCST90011808,prostate-cancer-3,GCST90428117,prostate-cancer,0.8982,0.0326,27.5796,1.9525e-167,0.0314,0.0046,1.0477,0.0114,0.7412,0.0121
GCST90043889,breast-neoplasm-1,GCST004748,lung-carcinoma-1,0.1554,0.0892,1.7419,0.0815,0.0841,0.0167,1.0496,0.0119,-0.0009,0.0046
GCST90042695,depression-family-sibling,GCST90042695,depression-family-sibling,1.0002,4.3047e-05,23233.9981,0.0,0.0126,0.0015,1.018,0.0079,1.018,0.0079
GCST90128471-male,SCZ-PGC-2022-males,GCST90042872,uterine-fibroid-leiomyoma,0.049,0.077,0.6359,0.5248,0.0072,0.0018,1.0149,0.0071,-0.0007,0.0065
GCST90255676,crc-cancer-2,GCST009980,mdd-trauma,0.0266,0.0662,0.4017,0.6879,0.1086,0.0176,1.0002,0.0073,0.0074,0.0059
GCST90042700,breast-cancer-family-siblings,GCST90320057,renal-carcinoma,0.0428,0.0923,0.4642,0.6425,0.0128,0.0012,0.9934,0.0121,0.0067,0.0052
GCST90246357,cervical-dysplasia,GCST003740,adenocarcinoma-barret-oesophagus,-0.1076,0.1559,-0.6905,0.4899,0.2462,0.0287,0.9985,0.0085,0.0036,0.0038
GCST90435926,epilepsy-1,GCST90239856,uterine-leiomyoma-2,0.305,0.187,1.6307,0.103,0.0252,0.0027,1.0288,0.0124,-0.0023,0.0052
GCST012431,parkinsons-1,GCST90128471-male,SCZ-PGC-2022-males,-0.0382,0.0769,-0.4965,0.6196,0.4755,0.0413,1.037,0.0359,0.0182,0.0149
GCST90275156,schizo-age-sex-M1,GCST90239856,uterine-leiomyoma-2,0.1569,0.0558,2.8097,0.005,0.0253,0.0029,1.0285,0.0124,-0.0057,0.0058
GCST90011804,breast-carcinoma-1,GCST004744,adenocarcinoma-lung,0.1396,0.0722,1.9345,0.0531,0.063,0.0114,1.0419,0.0092,0.0036,0.0053
GCST90275152,autism-1,GCST90013410,bcc-1,-0.0523,0.0527,-0.991,0.3217,0.0317,0.0044,1.0619,0.0172,-0.0001,0.0058
GCST90011816,cervical-cancer-2,GCST90042684,lung-cancer-family-mother,0.2514,0.192,1.3092,0.1905,0.0036,0.0012,1.0164,0.0067,0.0178,0.0044
GCST90225528,anxiety-any,GCST90435919,headache-disorder-1,0.4741,0.1067,4.4443,8.8179e-06,0.0066,0.0011,1.0004,0.0067,0.0581,0.0053
GCST90255675,crc-cancer-1,GCST90239856,uterine-leiomyoma-2,0.034,0.0439,0.7737,0.4391,0.0252,0.0028,1.0281,0.0117,0.0045,0.0068
GCST002245,alzheimers-late-onset-4,GCST90275152,autism-1,-0.0082,0.0833,-0.0982,0.9218,0.1634,0.0127,1.0318,0.0085,-0.0046,0.0056
GCST90042844,anxiety-treatment-2,GCST001198,multiple-sclerosis-2,0.1322,0.1548,0.854,0.3931,0.1436,0.0717,1.0348,0.0162,-0.0058,0.0059
PGC-BIP-2021,BIP-PGC-2021,GCST90042669,depression-family-father,0.7126,0.0838,8.5066,1.7918e-17,0.0067,0.0015,1.0143,0.0078,0.023,0.0077
GCST90246357,cervical-dysplasia,GCST90042698,lung-cancer-family-sibling,0.2186,0.2634,0.8299,0.4066,0.0041,0.0014,1.0103,0.0068,0.0003,0.0039
GCST90027164,lateral-sclerosis-1,GCST90435631,lymph-node-malignant-neoplasm,-0.1584,0.1137,-1.3928,0.1637,0.0046,0.0011,0.9967,0.0065,0.0035,0.0051
GCST90011816,cervical-cancer-2,GCST009980,mdd-trauma,0.2067,0.1475,1.4019,0.1609,0.1054,0.0176,1.0018,0.007,-0.0006,0.005
GCST90255675,crc-cancer-1,GCST90435663,skin-benign-neoplasm,0.1121,0.1031,1.0878,0.2767,0.0037,0.0012,1.0136,0.0071,0.0031,0.0054
GCST90428116,breast-cancer-4,GCST009980,mdd-trauma,0.0353,0.1175,0.3009,0.7635,0.0987,0.0188,1.0008,0.0076,-0.0078,0.0052
GCST006465,endometrial-carcinoma-1,GCST90013410,bcc-1,-0.039,0.098,-0.3984,0.6903,0.0302,0.0048,1.0753,0.0226,0.0008,0.0064
GCST90275148,ADHD-sex-M1,PGC-ADHD-2022,ADHD-PGC-2022,1.0186,0.0108,94.4629,0.0,0.084,0.0045,1.0799,0.011,0.7706,0.01
GCST90011816,cervical-cancer-2,GCST90435859,depression-disorder,0.1789,0.1022,1.7513,0.0799,0.0165,0.0015,0.9963,0.0072,0.0137,0.0047
GCST005903,mdd-2,GCST90436787,musculoskeletal-disorder,0.3753,0.1281,2.9288,0.0034,0.0051,0.0014,0.996,0.0075,0.0292,0.0046
GCST90428116,breast-cancer-4,GCST90128471-male,SCZ-PGC-2022-males,0.0165,0.0515,0.3204,0.7486,0.3826,0.0182,1.0621,0.0123,-0.0042,0.0065
GCST005902,depression-broad,GCST003566,multiple-sclerosis-1,0.0981,0.0647,1.5176,0.1291,0.2985,0.1068,1.0658,0.016,0.0002,0.0057
GCST001241,BIP-PGC-2011,GCST90435926,epilepsy-1,0.0985,0.1676,0.5878,0.5566,0.0024,0.0012,1.0046,0.0086,0.0052,0.0067
GCST90255676,crc-cancer-2,GCST90042670,prostate-cancer-father,0.055,0.0737,0.746,0.4557,0.0066,0.0013,1.0188,0.008,-0.0081,0.0068
GCST005902,depression-broad,GCST90271612,generalised-epilepsy,-0.0133,0.0426,-0.3132,0.7542,0.2402,0.0226,1.0832,0.0136,-0.0017,0.0083
GCST90042695,depression-family-sibling,GCST006465,endometrial-carcinoma-1,0.011,0.1267,0.0872,0.9305,0.0345,0.0098,1.0751,0.0091,-0.0005,0.0058
GCST90042784,depression-postpartum,GCST90275157,schizo-sex-M1,-0.0607,0.2124,-0.2855,0.7752,0.1242,0.0119,1.0404,0.0085,0.0115,0.0048
GCST90246358,cervical-cancer-1,GCST90042672,lung-cancer-family-father,0.1459,0.0766,1.9055,0.0567,0.0133,0.0018,0.9977,0.0082,-0.0017,0.0036
GCST90435859,depression-disorder,GCST004750,lung-cancer-squamous,0.2534,0.1041,2.4342,0.0149,0.0544,0.0144,1.0406,0.0091,0.0018,0.0057
GCST002245,alzheimers-late-onset-4,GCST90042686,breast-cancer-family-mother,-0.158,0.1208,-1.3077,0.191,0.0067,0.0014,1.0234,0.0095,-0.0005,0.0048
PGC-BIP-2021,BIP-PGC-2021,GCST90246358,cervical-cancer-1,-0.0455,0.043,-1.0584,0.2899,0.0057,0.0015,0.9719,0.0084,0.0264,0.005
PGC-BIP-2021,BIP-PGC-2021,GCST90436787,musculoskeletal-disorder,0.0254,0.0846,0.3007,0.7637,0.0048,0.0015,0.9979,0.0086,0.0094,0.0075
GCST90225529,anxiety-others,GCST90436787,musculoskeletal-disorder,0.2003,0.1078,1.8571,0.0633,0.0051,0.0013,0.9955,0.0069,0.0273,0.0048
GCST009981,mdd-notrauma,GCST90128471-male,SCZ-PGC-2022-males,0.3624,0.0949,3.8183,0.0001,0.3833,0.02,1.0702,0.0137,0.006,0.0067
GCST010514,autism-2,GCST90043874,skin-carcinoma-face,-0.0295,0.0803,-0.367,0.7136,0.0079,0.0013,1.0274,0.0085,-0.0039,0.0052
GCST90042695,depression-family-sibling,GCST90435857,mood-disorder,0.6649,0.0682,9.7502,1.8417e-22,0.0165,0.0015,0.9992,0.0072,0.0644,0.0056
GCST90042686,breast-cancer-family-mother,GCST90436510,uterine-polyp-1,0.427,0.22,1.9406,0.0523,0.0048,0.0021,1.0031,0.0068,0.0088,0.0049
GCST90255676,crc-cancer-2,GCST90013410,bcc-1,0.1441,0.0478,3.0128,0.0026,0.0315,0.0044,1.0621,0.0173,-0.006,0.0067
GCST008465,ANN-PGC-2019,GCST90042778,anxiety-1,0.2544,0.1026,2.4792,0.0132,0.0331,0.0097,0.9987,0.0074,0.0064,0.0068
GCST90428117,prostate-cancer,GCST90399736,thyroid-cancer,0.2138,0.1018,2.0994,0.0358,0.0028,0.0007,1.0088,0.0087,-0.0015,0.0064
GCST90042686,breast-cancer-family-mother,GCST90042669,depression-family-father,-0.0867,0.1228,-0.7058,0.4803,0.0069,0.0014,1.0111,0.0069,0.0067,0.0049
GCST90011816,cervical-cancer-2,GCST001198,multiple-sclerosis-2,0.1964,0.1427,1.3758,0.1689,0.1479,0.0717,1.0327,0.0163,-0.0097,0.0063
GCST90011804,breast-carcinoma-1,GCST90042784,depression-postpartum,-0.2552,0.2139,-1.1928,0.233,0.0111,0.0083,0.9956,0.0063,0.0074,0.0047
GCST90042682,depression-family-mother,GCST90275156,schizo-age-sex-M1,0.4447,0.0796,5.588,2.2974e-08,0.1136,0.0123,1.0313,0.008,0.0217,0.0055
GCST90435859,depression-disorder,GCST90043874,skin-carcinoma-face,0.1133,0.076,1.4915,0.1358,0.0083,0.0014,1.0233,0.008,-0.002,0.0051
PGC-ADHD-2022,ADHD-PGC-2022,GCST90435600,breast-cancer-1,0.1181,0.0534,2.2118,0.027,0.0105,0.0018,1.0471,0.0119,-0.0102,0.0063
GCST005903,mdd-2,GCST90043894,prostate-cancer-1,0.0562,0.0799,0.7034,0.4818,0.0254,0.0035,1.0431,0.014,0.0008,0.0048
GCST90027164,lateral-sclerosis-1,GCST008465,ANN-PGC-2019,0.1487,0.0737,2.0175,0.0436,0.1583,0.0115,1.0589,0.012,0.0123,0.0079
GCST90043889,breast-neoplasm-1,GCST004750,lung-cancer-squamous,0.0099,0.1144,0.0861,0.9314,0.0556,0.0152,1.0386,0.0096,0.0016,0.0049
GCST90041833,breast-neoplasm-2,GCST90129450,migraine-disorder-1,0.1593,0.0687,2.3172,0.0205,0.0346,0.0031,1.0567,0.0097,-0.007,0.0055
GCST90042844,anxiety-treatment-2,GCST90239856,uterine-leiomyoma-2,0.1389,0.0652,2.129,0.0333,0.0254,0.003,1.0283,0.0131,-0.0029,0.005
GCST90435600,breast-cancer-1,GCST90043874,skin-carcinoma-face,-0.0019,0.0865,-0.0225,0.982,0.0083,0.0014,1.0233,0.008,0.0159,0.0054
GCST005902,depression-broad,GCST009980,mdd-trauma,0.6969,0.0697,9.9951,1.6010e-23,0.1058,0.0171,1.0022,0.0066,0.1405,0.0057
GCST90435602,breast-cancer-3,GCST90042860,crc-benign-neoplasm,0.2353,0.0821,2.8664,0.0042,0.0099,0.0013,1.0491,0.0093,0.0002,0.0051
GCST90042669,depression-family-father,GCST90137412,squamous-carcinoma,-0.0556,0.0558,-0.9968,0.3189,0.0961,0.0108,0.7865,0.0186,-0.0097,0.0061
GCST90042699,intestinal-cancer-sibling,GCST90275155,mdd-5,0.5048,0.1797,2.8089,0.005,0.118,0.0095,1.0303,0.0075,-0.0012,0.0048
GCST005902,depression-broad,GCST006464,endometrial-carcinoma-2,0.0534,0.062,0.8606,0.3894,0.0244,0.0045,1.068,0.0079,-0.0064,0.0063
GCST90275151,autism-sex-M1,GCST90042686,breast-cancer-family-mother,-0.1534,0.0827,-1.855,0.0636,0.0062,0.0014,1.0267,0.0093,0.0097,0.0055
GCST90275152,autism-1,GCST90042695,depression-family-sibling,0.4802,0.06,8.0079,1.1664e-15,0.0128,0.0015,1.0168,0.0079,0.0054,0.0054
GCST004692,lateral-sclerosis-2,GCST90042843,anxiety-treatment-1,0.0248,0.1338,0.1851,0.8532,0.0362,0.0041,1.0007,0.0073,0.0003,0.0049
GCST004744,adenocarcinoma-lung,GCST90011808,prostate-cancer-3,0.0165,0.0751,0.2197,0.8261,0.0346,0.0046,1.0515,0.0192,0.0108,0.0059
GCST90225529,anxiety-others,GCST009315,PTSD-PGC-2019,0.6909,0.1196,5.7747,7.7071e-09,0.0149,0.0028,1.0274,0.007,0.0175,0.0051
GCST90428116,breast-cancer-4,GCST90435926,epilepsy-1,-0.4524,0.2277,-1.9867,0.047,0.0022,0.0011,1.0074,0.0072,0.0146,0.0051
GCST90435602,breast-cancer-3,GCST009315,PTSD-PGC-2019,0.0404,0.0931,0.4337,0.6645,0.0156,0.0027,1.0248,0.0068,0.0053,0.0049
GCST90435863,anxiety-3,GCST90271613,partial-epilepsy-1,0.2023,0.1421,1.4239,0.1545,0.0385,0.0099,1.1201,0.0089,0.0017,0.0073
GCST004748,lung-carcinoma-1,GCST90137411,bcc-2,0.1502,0.05,3.0072,0.0026,0.0701,0.0118,0.9735,0.0229,0.0179,0.0068
GCST90435601,breast-cancer-2,GCST90041853,prostate-cancer-5,-0.0186,0.0917,-0.2023,0.8396,0.0179,0.0029,1.0302,0.0107,0.0061,0.0051
GCST90042860,crc-benign-neoplasm,GCST90043894,prostate-cancer-1,0.0005,0.0835,0.0054,0.9957,0.0254,0.0035,1.0431,0.014,0.024,0.0059
GCST90042682,depression-family-mother,GCST90042786,depression-trauma,-0.0409,0.1397,-0.2926,0.7698,0.0204,0.0053,1.0121,0.0071,-0.0131,0.0046
GCST012431,parkinsons-1,GCST90275157,schizo-sex-M1,-0.0089,0.1182,-0.0749,0.9403,0.1315,0.0242,1.0276,0.021,-0.0016,0.0129
GCST90275151,autism-sex-M1,GCST003566,multiple-sclerosis-1,-0.0152,0.0671,-0.2263,0.821,0.3053,0.1125,1.0646,0.0166,0.0063,0.006
GCST90435864,anxiety-4,GCST90246357,cervical-dysplasia,-0.3223,0.2683,-1.2015,0.2296,0.0032,0.003,1.0059,0.0075,0.0113,0.004
GCST90042682,depression-family-mother,GCST90435594,skin-cancer,0.017,0.078,0.2174,0.8279,0.0169,0.0033,1.0288,0.0119,-0.0027,0.005
GCST90011816,cervical-cancer-2,GCST90239856,uterine-leiomyoma-2,-0.0959,0.0946,-1.013,0.3111,0.0254,0.0029,1.0282,0.013,0.0011,0.0058
GCST006465,endometrial-carcinoma-1,GCST90275155,mdd-5,0.0382,0.1004,0.3802,0.7038,0.1123,0.0103,1.0367,0.0085,0.0042,0.0058
GCST90275149,ADHD-1,GCST90435663,skin-benign-neoplasm,0.0105,0.0825,0.1274,0.8986,0.004,0.0012,1.0118,0.0077,0.0046,0.0053
GCST010514,autism-2,GCST90246358,cervical-cancer-1,-0.0953,0.0558,-1.7079,0.0877,0.0056,0.0013,0.9722,0.0074,0.0277,0.004
GCST90042686,breast-cancer-family-mother,GCST90042670,prostate-cancer-father,0.2738,0.1259,2.1745,0.0297,0.0065,0.0013,1.0203,0.0081,0.0211,0.0052
GCST90225527,anxiety-2,GCST90275158,schizophrenia-M1,0.4036,0.089,4.5348,5.7653e-06,0.1272,0.0128,1.0376,0.0088,0.0106,0.0058
GCST006465,endometrial-carcinoma-1,GCST012431,parkinsons-1,0.0179,0.1826,0.0981,0.9219,0.3269,0.1164,1.0279,0.0219,-0.0114,0.0126
GCST90027164,lateral-sclerosis-1,GCST90042843,anxiety-treatment-1,0.0333,0.0804,0.4144,0.6786,0.0356,0.0039,1.0019,0.0073,0.0018,0.0056
GCST90013410,bcc-1,GCST90435597,skin-neoplasm,1.0037,0.0225,44.652,0.0,0.0176,0.0029,1.0241,0.012,0.597,0.0135
GCST005902,depression-broad,GCST90042698,lung-cancer-family-sibling,0.3396,0.0905,3.7519,0.0002,0.0043,0.0014,1.0092,0.0068,0.0067,0.0053
GCST90042843,anxiety-treatment-1,GCST90435857,mood-disorder,0.6105,0.0701,8.7101,3.0352e-18,0.0165,0.0015,0.999,0.0072,0.0785,0.0055
GCST90275152,autism-1,GCST90435667,uterine-leiomyoma,0.2834,0.0781,3.6292,0.0003,0.0115,0.0024,1.0213,0.0074,-0.0114,0.0047
GCST90435864,anxiety-4,GCST90011809,melanoma-1,-0.0047,0.1132,-0.0415,0.9669,0.0091,0.0023,1.0019,0.0088,-0.002,0.005
GCST90435919,headache-disorder-1,GCST009981,mdd-notrauma,0.3249,0.1673,1.9422,0.0521,0.0322,0.0092,1.0144,0.0066,0.0112,0.0047
GCST90275153,mdd-age-sex-M1,GCST90275156,schizo-age-sex-M1,0.8744,0.0378,23.1425,1.7294e-118,0.1164,0.0118,1.0283,0.0077,0.4814,0.0052
GCST90271611,epilepsy-2,GCST90436787,musculoskeletal-disorder,0.193,0.1306,1.4777,0.1395,0.0047,0.0016,0.9954,0.0104,0.0003,0.0077
GCST90043889,breast-neoplasm-1,GCST90435857,mood-disorder,0.012,0.0997,0.1204,0.9042,0.0165,0.0015,0.9992,0.0072,0.0017,0.0053
GCST90246358,cervical-cancer-1,GCST90044453,uterine-polyp-2,-0.198,0.1388,-1.4262,0.1538,0.0055,0.0019,1.0041,0.0063,0.0014,0.0037
GCST90275155,mdd-5,GCST90042872,uterine-fibroid-leiomyoma,0.0976,0.103,0.9479,0.3432,0.0073,0.0018,1.0139,0.0068,-0.0005,0.0052
GCST005902,depression-broad,GCST010009,mdd-lifetime-1,0.8184,0.0446,18.3405,3.9290e-75,0.0687,0.0083,1.0235,0.0077,0.227,0.0069
GCST90255676,crc-cancer-2,GCST009981,mdd-notrauma,0.0183,0.0838,0.218,0.8274,0.0317,0.0092,1.0155,0.0065,0.0066,0.0053
GCST010010,mdd-lifetime-recurrent,GCST009337,SCZ-PGC-2019,0.3897,0.0511,7.6331,2.2924e-14,0.4398,0.0205,1.1004,0.0132,0.0149,0.0064
GCST90271611,epilepsy-2,GCST90129443,headache-disorder-2,0.1506,0.0558,2.699,0.007,0.0362,0.0028,1.0795,0.015,7.6121e-05,0.0081
GCST90275150,autism-age-sex-M1,GCST90042669,depression-family-father,0.3651,0.0782,4.6676,3.0476e-06,0.007,0.0014,1.0109,0.0072,0.0028,0.0057
GCST90255676,crc-cancer-2,GCST90271611,epilepsy-2,0.1119,0.0594,1.882,0.0598,0.0882,0.0122,1.1305,0.0119,0.0251,0.0079
GCST90043889,breast-neoplasm-1,GCST90011816,cervical-cancer-2,-0.0038,0.1498,-0.0253,0.9798,0.0088,0.0025,1.0189,0.0081,0.0197,0.0046
GCST90042778,anxiety-1,GCST012431,parkinsons-1,0.035,0.1478,0.2366,0.8129,0.4014,0.1084,1.0106,0.0192,-0.0004,0.01
GCST90042844,anxiety-treatment-2,GCST90011809,melanoma-1,-0.0565,0.104,-0.5434,0.5869,0.0089,0.0023,1.003,0.0089,-0.0058,0.0048
GCST90042698,lung-cancer-family-sibling,GCST003566,multiple-sclerosis-1,0.2195,0.1407,1.5601,0.1187,0.303,0.1115,1.065,0.0169,-0.004,0.0052
GCST90225529,anxiety-others,GCST010514,autism-2,0.1706,0.0622,2.7409,0.0061,0.1759,0.0148,1.0193,0.0099,-0.0014,0.006
GCST90435926,epilepsy-1,GCST90011809,melanoma-1,-0.2851,0.1973,-1.4448,0.1485,0.0091,0.0023,1.0019,0.0089,0.0029,0.0052
GCST90042700,breast-cancer-family-siblings,GCST90275155,mdd-5,0.0254,0.1079,0.2358,0.8136,0.118,0.0095,1.0303,0.0075,0.0003,0.0051
PGC-BIP-2021,BIP-PGC-2021,GCST90044453,uterine-polyp-2,-0.1301,0.0771,-1.6877,0.0915,0.0069,0.0019,0.9957,0.0074,0.0135,0.0068
GCST90225528,anxiety-any,GCST90435602,breast-cancer-3,0.0209,0.0817,0.2562,0.7978,0.0192,0.0031,1.0452,0.0105,0.0095,0.0052
GCST90027164,lateral-sclerosis-1,GCST90271611,epilepsy-2,0.095,0.0842,1.1284,0.2592,0.0887,0.0122,1.1303,0.0118,0.0528,0.007
GCST90042778,anxiety-1,GCST90042700,breast-cancer-family-siblings,-0.1333,0.2202,-0.6054,0.5449,0.0043,0.0012,1.008,0.0065,0.0019,0.005
GCST004692,lateral-sclerosis-2,GCST010009,mdd-lifetime-1,-0.1351,0.1365,-0.99,0.3222,0.0677,0.0084,1.0249,0.0079,0.0049,0.0046
GCST009979,mdd-1,GCST90275153,mdd-age-sex-M1,0.6863,0.0546,12.564,3.3291e-36,0.1079,0.0088,1.0208,0.0072,0.0131,0.0054
GCST006803,SCZ-PGC-2018,GCST90137411,bcc-2,0.0075,0.0255,0.2945,0.7684,0.0676,0.0134,0.9779,0.0245,0.0014,0.0062
GCST004692,lateral-sclerosis-2,GCST90042672,lung-cancer-family-father,0.1391,0.1254,1.1094,0.2673,0.0132,0.0018,0.9983,0.0083,-0.0033,0.0048
GCST010009,mdd-lifetime-1,GCST90275153,mdd-age-sex-M1,0.737,0.071,10.3832,2.9557e-25,0.1078,0.0092,1.0213,0.0074,0.0124,0.0054
GCST90225527,anxiety-2,GCST90042682,depression-family-mother,0.662,0.1025,6.4567,1.0701e-10,0.0087,0.0012,1.0216,0.0077,0.0481,0.0051
GCST008465,ANN-PGC-2019,GCST90435631,lymph-node-malignant-neoplasm,-0.1298,0.0947,-1.3712,0.1703,0.0047,0.0013,0.9946,0.0091,0.0018,0.0066
GCST002245,alzheimers-late-onset-4,GCST90275154,mdd-sex-M1,0.0309,0.0826,0.3746,0.7079,0.1193,0.009,1.027,0.0075,0.0018,0.0051
GCST006803,SCZ-PGC-2018,GCST90041830,non-epithelial-carcinoma,-0.009,0.0347,-0.2592,0.7954,0.0166,0.0025,1.027,0.0122,-0.0032,0.0069
GCST90271612,generalised-epilepsy,GCST90435663,skin-benign-neoplasm,-0.0207,0.1136,-0.1823,0.8553,0.0031,0.0012,1.0188,0.0089,-0.0063,0.0064
GCST90041886,breast-carcinoma-2,GCST90011808,prostate-cancer-3,0.0699,0.0844,0.8275,0.4079,0.0333,0.0046,1.0555,0.0197,-0.002,0.0059
GCST90027164,lateral-sclerosis-1,GCST90428116,breast-cancer-4,-0.0847,0.0884,-0.9579,0.3381,0.02,0.0037,1.0372,0.0099,0.0015,0.0054
PGC-BIP-2021,BIP-PGC-2021,GCST90137412,squamous-carcinoma,-0.0089,0.0333,-0.2659,0.7903,0.094,0.0125,0.7946,0.0221,0.0047,0.0082
GCST90435600,breast-cancer-1,GCST90435857,mood-disorder,0.0626,0.0675,0.9265,0.3542,0.0161,0.0014,1.0015,0.0068,0.0123,0.0049
GCST002245,alzheimers-late-onset-4,GCST90042843,anxiety-treatment-1,-0.0791,0.103,-0.7686,0.4421,0.0367,0.0045,0.9985,0.0074,0.0029,0.0048
GCST90042700,breast-cancer-family-siblings,GCST90435663,skin-benign-neoplasm,0.0074,0.1859,0.04,0.9681,0.0041,0.0012,1.0105,0.0068,0.0037,0.0045
GCST90435863,anxiety-3,GCST009315,PTSD-PGC-2019,0.6274,0.1166,5.3809,7.4113e-08,0.0156,0.0027,1.0247,0.0068,0.0224,0.0052
GCST90320057,renal-carcinoma,GCST90137411,bcc-2,0.1051,0.033,3.184,0.0015,0.0698,0.0116,0.9755,0.0219,0.0008,0.0056
